"","boxscore_links"
"3811","https://www.basketball-reference.com/teams/WAS/2017.html"
"3812","https://www.basketball-reference.com/teams/ATL/2017.html"
"3813","https://www.basketball-reference.com/boxscores/201704280ATL.html"
"3814","https://www.basketball-reference.com/teams/BOS/2017.html"
"3815","https://www.basketball-reference.com/teams/CHI/2017.html"
"3816","https://www.basketball-reference.com/boxscores/201704280CHI.html"
"3817","https://www.basketball-reference.com/teams/LAC/2017.html"
"3818","https://www.basketball-reference.com/teams/UTA/2017.html"
"3819","https://www.basketball-reference.com/boxscores/201704280UTA.html"
"3820","https://www.basketball-reference.com/teams/WAS/2017.html"
"3821","https://www.basketball-reference.com/teams/BOS/2017.html"
"3822","https://www.basketball-reference.com/boxscores/201704300BOS.html"
"3823","https://www.basketball-reference.com/teams/UTA/2017.html"
"3824","https://www.basketball-reference.com/teams/LAC/2017.html"
"3825","https://www.basketball-reference.com/boxscores/201704300LAC.html"
"3826","https://www.basketball-reference.com/teams/TOR/2017.html"
"3827","https://www.basketball-reference.com/teams/CLE/2017.html"
"3828","https://www.basketball-reference.com/boxscores/201705010CLE.html"
"3829","https://www.basketball-reference.com/teams/HOU/2017.html"
"3830","https://www.basketball-reference.com/teams/SAS/2017.html"
"3831","https://www.basketball-reference.com/boxscores/201705010SAS.html"
"3832","https://www.basketball-reference.com/teams/WAS/2017.html"
"3833","https://www.basketball-reference.com/teams/BOS/2017.html"
"3834","https://www.basketball-reference.com/boxscores/201705020BOS.html"
"3835","https://www.basketball-reference.com/teams/UTA/2017.html"
"3836","https://www.basketball-reference.com/teams/GSW/2017.html"
"3837","https://www.basketball-reference.com/boxscores/201705020GSW.html"
"3838","https://www.basketball-reference.com/teams/TOR/2017.html"
"3839","https://www.basketball-reference.com/teams/CLE/2017.html"
"3840","https://www.basketball-reference.com/boxscores/201705030CLE.html"
"3841","https://www.basketball-reference.com/teams/HOU/2017.html"
"3842","https://www.basketball-reference.com/teams/SAS/2017.html"
"3843","https://www.basketball-reference.com/boxscores/201705030SAS.html"
"3844","https://www.basketball-reference.com/teams/BOS/2017.html"
"3845","https://www.basketball-reference.com/teams/WAS/2017.html"
"3846","https://www.basketball-reference.com/boxscores/201705040WAS.html"
"3847","https://www.basketball-reference.com/teams/UTA/2017.html"
"3848","https://www.basketball-reference.com/teams/GSW/2017.html"
"3849","https://www.basketball-reference.com/boxscores/201705040GSW.html"
"3850","https://www.basketball-reference.com/teams/CLE/2017.html"
"3851","https://www.basketball-reference.com/teams/TOR/2017.html"
"3852","https://www.basketball-reference.com/boxscores/201705050TOR.html"
"3853","https://www.basketball-reference.com/teams/SAS/2017.html"
"3854","https://www.basketball-reference.com/teams/HOU/2017.html"
"3855","https://www.basketball-reference.com/boxscores/201705050HOU.html"
"3856","https://www.basketball-reference.com/teams/GSW/2017.html"
"3857","https://www.basketball-reference.com/teams/UTA/2017.html"
"3858","https://www.basketball-reference.com/boxscores/201705060UTA.html"
"3859","https://www.basketball-reference.com/teams/CLE/2017.html"
"3860","https://www.basketball-reference.com/teams/TOR/2017.html"
"3861","https://www.basketball-reference.com/boxscores/201705070TOR.html"
"3862","https://www.basketball-reference.com/teams/BOS/2017.html"
"3863","https://www.basketball-reference.com/teams/WAS/2017.html"
"3864","https://www.basketball-reference.com/boxscores/201705070WAS.html"
"3865","https://www.basketball-reference.com/teams/SAS/2017.html"
"3866","https://www.basketball-reference.com/teams/HOU/2017.html"
"3867","https://www.basketball-reference.com/boxscores/201705070HOU.html"
"3868","https://www.basketball-reference.com/teams/GSW/2017.html"
"3869","https://www.basketball-reference.com/teams/UTA/2017.html"
"3870","https://www.basketball-reference.com/boxscores/201705080UTA.html"
"3871","https://www.basketball-reference.com/teams/HOU/2017.html"
"3872","https://www.basketball-reference.com/teams/SAS/2017.html"
"3873","https://www.basketball-reference.com/boxscores/201705090SAS.html"
"3874","https://www.basketball-reference.com/teams/WAS/2017.html"
"3875","https://www.basketball-reference.com/teams/BOS/2017.html"
"3876","https://www.basketball-reference.com/boxscores/201705100BOS.html"
"3877","https://www.basketball-reference.com/teams/SAS/2017.html"
"3878","https://www.basketball-reference.com/teams/HOU/2017.html"
"3879","https://www.basketball-reference.com/boxscores/201705110HOU.html"
"3880","https://www.basketball-reference.com/teams/BOS/2017.html"
"3881","https://www.basketball-reference.com/teams/WAS/2017.html"
"3882","https://www.basketball-reference.com/boxscores/201705120WAS.html"
"3883","https://www.basketball-reference.com/teams/SAS/2017.html"
"3884","https://www.basketball-reference.com/teams/GSW/2017.html"
"3885","https://www.basketball-reference.com/boxscores/201705140GSW.html"
"3886","https://www.basketball-reference.com/teams/WAS/2017.html"
"3887","https://www.basketball-reference.com/teams/BOS/2017.html"
"3888","https://www.basketball-reference.com/boxscores/201705150BOS.html"
"3889","https://www.basketball-reference.com/teams/SAS/2017.html"
"3890","https://www.basketball-reference.com/teams/GSW/2017.html"
"3891","https://www.basketball-reference.com/boxscores/201705160GSW.html"
"3892","https://www.basketball-reference.com/teams/CLE/2017.html"
"3893","https://www.basketball-reference.com/teams/BOS/2017.html"
"3894","https://www.basketball-reference.com/boxscores/201705170BOS.html"
"3895","https://www.basketball-reference.com/teams/CLE/2017.html"
"3896","https://www.basketball-reference.com/teams/BOS/2017.html"
"3897","https://www.basketball-reference.com/boxscores/201705190BOS.html"
"3898","https://www.basketball-reference.com/teams/GSW/2017.html"
"3899","https://www.basketball-reference.com/teams/SAS/2017.html"
"3900","https://www.basketball-reference.com/boxscores/201705200SAS.html"
"3901","https://www.basketball-reference.com/teams/BOS/2017.html"
"3902","https://www.basketball-reference.com/teams/CLE/2017.html"
"3903","https://www.basketball-reference.com/boxscores/201705210CLE.html"
"3904","https://www.basketball-reference.com/teams/GSW/2017.html"
"3905","https://www.basketball-reference.com/teams/SAS/2017.html"
"3906","https://www.basketball-reference.com/boxscores/201705220SAS.html"
"3907","https://www.basketball-reference.com/teams/BOS/2017.html"
"3908","https://www.basketball-reference.com/teams/CLE/2017.html"
"3909","https://www.basketball-reference.com/boxscores/201705230CLE.html"
"3910","https://www.basketball-reference.com/teams/CLE/2017.html"
"3911","https://www.basketball-reference.com/teams/BOS/2017.html"
"3912","https://www.basketball-reference.com/boxscores/201705250BOS.html"
"3913","https://www.basketball-reference.com/teams/CLE/2017.html"
"3914","https://www.basketball-reference.com/teams/GSW/2017.html"
"3915","https://www.basketball-reference.com/boxscores/201706010GSW.html"
"3916","https://www.basketball-reference.com/teams/CLE/2017.html"
"3917","https://www.basketball-reference.com/teams/GSW/2017.html"
"3918","https://www.basketball-reference.com/boxscores/201706040GSW.html"
"3919","https://www.basketball-reference.com/teams/GSW/2017.html"
"3920","https://www.basketball-reference.com/teams/CLE/2017.html"
"3921","https://www.basketball-reference.com/boxscores/201706070CLE.html"
"3922","https://www.basketball-reference.com/teams/GSW/2017.html"
"3923","https://www.basketball-reference.com/teams/CLE/2017.html"
"3924","https://www.basketball-reference.com/boxscores/201706090CLE.html"
"3925","https://www.basketball-reference.com/teams/CLE/2017.html"
"3926","https://www.basketball-reference.com/teams/GSW/2017.html"
"3927","https://www.basketball-reference.com/boxscores/201706120GSW.html"
"3928","https://www.basketball-reference.com/teams/BOS/2018.html"
"3929","https://www.basketball-reference.com/teams/CLE/2018.html"
"3930","https://www.basketball-reference.com/boxscores/201710170CLE.html"
"3931","https://www.basketball-reference.com/teams/HOU/2018.html"
"3932","https://www.basketball-reference.com/teams/GSW/2018.html"
"3933","https://www.basketball-reference.com/boxscores/201710170GSW.html"
"3934","https://www.basketball-reference.com/teams/CHO/2018.html"
"3935","https://www.basketball-reference.com/teams/DET/2018.html"
"3936","https://www.basketball-reference.com/boxscores/201710180DET.html"
"3937","https://www.basketball-reference.com/teams/BRK/2018.html"
"3938","https://www.basketball-reference.com/teams/IND/2018.html"
"3939","https://www.basketball-reference.com/boxscores/201710180IND.html"
"3940","https://www.basketball-reference.com/teams/MIA/2018.html"
"3941","https://www.basketball-reference.com/teams/ORL/2018.html"
"3942","https://www.basketball-reference.com/boxscores/201710180ORL.html"
"3943","https://www.basketball-reference.com/teams/PHI/2018.html"
"3944","https://www.basketball-reference.com/teams/WAS/2018.html"
"3945","https://www.basketball-reference.com/boxscores/201710180WAS.html"
"3946","https://www.basketball-reference.com/teams/MIL/2018.html"
"3947","https://www.basketball-reference.com/teams/BOS/2018.html"
"3948","https://www.basketball-reference.com/boxscores/201710180BOS.html"
"3949","https://www.basketball-reference.com/teams/NOP/2018.html"
"3950","https://www.basketball-reference.com/teams/MEM/2018.html"
"3951","https://www.basketball-reference.com/boxscores/201710180MEM.html"
"3952","https://www.basketball-reference.com/teams/ATL/2018.html"
"3953","https://www.basketball-reference.com/teams/DAL/2018.html"
"3954","https://www.basketball-reference.com/boxscores/201710180DAL.html"
"3955","https://www.basketball-reference.com/teams/DEN/2018.html"
"3956","https://www.basketball-reference.com/teams/UTA/2018.html"
"3957","https://www.basketball-reference.com/boxscores/201710180UTA.html"
"3958","https://www.basketball-reference.com/teams/MIN/2018.html"
"3959","https://www.basketball-reference.com/teams/SAS/2018.html"
"3960","https://www.basketball-reference.com/boxscores/201710180SAS.html"
"3961","https://www.basketball-reference.com/teams/POR/2018.html"
"3962","https://www.basketball-reference.com/teams/PHO/2018.html"
"3963","https://www.basketball-reference.com/boxscores/201710180PHO.html"
"3964","https://www.basketball-reference.com/teams/HOU/2018.html"
"3965","https://www.basketball-reference.com/teams/SAC/2018.html"
"3966","https://www.basketball-reference.com/boxscores/201710180SAC.html"
"3967","https://www.basketball-reference.com/teams/CHI/2018.html"
"3968","https://www.basketball-reference.com/teams/TOR/2018.html"
"3969","https://www.basketball-reference.com/boxscores/201710190TOR.html"
"3970","https://www.basketball-reference.com/teams/NYK/2018.html"
"3971","https://www.basketball-reference.com/teams/OKC/2018.html"
"3972","https://www.basketball-reference.com/boxscores/201710190OKC.html"
"3973","https://www.basketball-reference.com/teams/LAC/2018.html"
"3974","https://www.basketball-reference.com/teams/LAL/2018.html"
"3975","https://www.basketball-reference.com/boxscores/201710190LAL.html"
"3976","https://www.basketball-reference.com/teams/ATL/2018.html"
"3977","https://www.basketball-reference.com/teams/CHO/2018.html"
"3978","https://www.basketball-reference.com/boxscores/201710200CHO.html"
"3979","https://www.basketball-reference.com/teams/POR/2018.html"
"3980","https://www.basketball-reference.com/teams/IND/2018.html"
"3981","https://www.basketball-reference.com/boxscores/201710200IND.html"
"3982","https://www.basketball-reference.com/teams/CLE/2018.html"
"3983","https://www.basketball-reference.com/teams/MIL/2018.html"
"3984","https://www.basketball-reference.com/boxscores/201710200MIL.html"
"3985","https://www.basketball-reference.com/teams/BOS/2018.html"
"3986","https://www.basketball-reference.com/teams/PHI/2018.html"
"3987","https://www.basketball-reference.com/boxscores/201710200PHI.html"
"3988","https://www.basketball-reference.com/teams/DET/2018.html"
"3989","https://www.basketball-reference.com/teams/WAS/2018.html"
"3990","https://www.basketball-reference.com/boxscores/201710200WAS.html"
"3991","https://www.basketball-reference.com/teams/ORL/2018.html"
"3992","https://www.basketball-reference.com/teams/BRK/2018.html"
"3993","https://www.basketball-reference.com/boxscores/201710200BRK.html"
"3994","https://www.basketball-reference.com/teams/UTA/2018.html"
"3995","https://www.basketball-reference.com/teams/MIN/2018.html"
"3996","https://www.basketball-reference.com/boxscores/201710200MIN.html"
"3997","https://www.basketball-reference.com/teams/SAC/2018.html"
"3998","https://www.basketball-reference.com/teams/DAL/2018.html"
"3999","https://www.basketball-reference.com/boxscores/201710200DAL.html"
"4000","https://www.basketball-reference.com/teams/GSW/2018.html"
"4001","https://www.basketball-reference.com/teams/NOP/2018.html"
"4002","https://www.basketball-reference.com/boxscores/201710200NOP.html"
"4003","https://www.basketball-reference.com/teams/LAL/2018.html"
"4004","https://www.basketball-reference.com/teams/PHO/2018.html"
"4005","https://www.basketball-reference.com/boxscores/201710200PHO.html"
"4006","https://www.basketball-reference.com/teams/PHI/2018.html"
"4007","https://www.basketball-reference.com/teams/TOR/2018.html"
"4008","https://www.basketball-reference.com/boxscores/201710210TOR.html"
"4009","https://www.basketball-reference.com/teams/SAS/2018.html"
"4010","https://www.basketball-reference.com/teams/CHI/2018.html"
"4011","https://www.basketball-reference.com/boxscores/201710210CHI.html"
"4012","https://www.basketball-reference.com/teams/ORL/2018.html"
"4013","https://www.basketball-reference.com/teams/CLE/2018.html"
"4014","https://www.basketball-reference.com/boxscores/201710210CLE.html"
"4015","https://www.basketball-reference.com/teams/DAL/2018.html"
"4016","https://www.basketball-reference.com/teams/HOU/2018.html"
"4017","https://www.basketball-reference.com/boxscores/201710210HOU.html"
"4018","https://www.basketball-reference.com/teams/GSW/2018.html"
"4019","https://www.basketball-reference.com/teams/MEM/2018.html"
"4020","https://www.basketball-reference.com/boxscores/201710210MEM.html"
"4021","https://www.basketball-reference.com/teams/IND/2018.html"
"4022","https://www.basketball-reference.com/teams/MIA/2018.html"
"4023","https://www.basketball-reference.com/boxscores/201710210MIA.html"
"4024","https://www.basketball-reference.com/teams/DET/2018.html"
"4025","https://www.basketball-reference.com/teams/NYK/2018.html"
"4026","https://www.basketball-reference.com/boxscores/201710210NYK.html"
"4027","https://www.basketball-reference.com/teams/POR/2018.html"
"4028","https://www.basketball-reference.com/teams/MIL/2018.html"
"4029","https://www.basketball-reference.com/boxscores/201710210MIL.html"
"4030","https://www.basketball-reference.com/teams/SAC/2018.html"
"4031","https://www.basketball-reference.com/teams/DEN/2018.html"
"4032","https://www.basketball-reference.com/boxscores/201710210DEN.html"
"4033","https://www.basketball-reference.com/teams/OKC/2018.html"
"4034","https://www.basketball-reference.com/teams/UTA/2018.html"
"4035","https://www.basketball-reference.com/boxscores/201710210UTA.html"
"4036","https://www.basketball-reference.com/teams/PHO/2018.html"
"4037","https://www.basketball-reference.com/teams/LAC/2018.html"
"4038","https://www.basketball-reference.com/boxscores/201710210LAC.html"
"4039","https://www.basketball-reference.com/teams/ATL/2018.html"
"4040","https://www.basketball-reference.com/teams/BRK/2018.html"
"4041","https://www.basketball-reference.com/boxscores/201710220BRK.html"
"4042","https://www.basketball-reference.com/teams/MIN/2018.html"
"4043","https://www.basketball-reference.com/teams/OKC/2018.html"
"4044","https://www.basketball-reference.com/boxscores/201710220OKC.html"
"4045","https://www.basketball-reference.com/teams/NOP/2018.html"
"4046","https://www.basketball-reference.com/teams/LAL/2018.html"
"4047","https://www.basketball-reference.com/boxscores/201710220LAL.html"
"4048","https://www.basketball-reference.com/teams/PHI/2018.html"
"4049","https://www.basketball-reference.com/teams/DET/2018.html"
"4050","https://www.basketball-reference.com/boxscores/201710230DET.html"
"4051","https://www.basketball-reference.com/teams/ATL/2018.html"
"4052","https://www.basketball-reference.com/teams/MIA/2018.html"
"4053","https://www.basketball-reference.com/boxscores/201710230MIA.html"
"4054","https://www.basketball-reference.com/teams/MEM/2018.html"
"4055","https://www.basketball-reference.com/teams/HOU/2018.html"
"4056","https://www.basketball-reference.com/boxscores/201710230HOU.html"
"4057","https://www.basketball-reference.com/teams/CHO/2018.html"
"4058","https://www.basketball-reference.com/teams/MIL/2018.html"
"4059","https://www.basketball-reference.com/boxscores/201710230MIL.html"
"4060","https://www.basketball-reference.com/teams/GSW/2018.html"
"4061","https://www.basketball-reference.com/teams/DAL/2018.html"
"4062","https://www.basketball-reference.com/boxscores/201710230DAL.html"
"4063","https://www.basketball-reference.com/teams/TOR/2018.html"
"4064","https://www.basketball-reference.com/teams/SAS/2018.html"
"4065","https://www.basketball-reference.com/boxscores/201710230SAS.html"
"4066","https://www.basketball-reference.com/teams/WAS/2018.html"
"4067","https://www.basketball-reference.com/teams/DEN/2018.html"
"4068","https://www.basketball-reference.com/boxscores/201710230DEN.html"
"4069","https://www.basketball-reference.com/teams/SAC/2018.html"
"4070","https://www.basketball-reference.com/teams/PHO/2018.html"
"4071","https://www.basketball-reference.com/boxscores/201710230PHO.html"
"4072","https://www.basketball-reference.com/teams/CHI/2018.html"
"4073","https://www.basketball-reference.com/teams/CLE/2018.html"
"4074","https://www.basketball-reference.com/boxscores/201710240CLE.html"
"4075","https://www.basketball-reference.com/teams/BRK/2018.html"
"4076","https://www.basketball-reference.com/teams/ORL/2018.html"
"4077","https://www.basketball-reference.com/boxscores/201710240ORL.html"
"4078","https://www.basketball-reference.com/teams/NYK/2018.html"
"4079","https://www.basketball-reference.com/teams/BOS/2018.html"
"4080","https://www.basketball-reference.com/boxscores/201710240BOS.html"
"4081","https://www.basketball-reference.com/teams/IND/2018.html"
"4082","https://www.basketball-reference.com/teams/MIN/2018.html"
"4083","https://www.basketball-reference.com/boxscores/201710240MIN.html"
"4084","https://www.basketball-reference.com/teams/NOP/2018.html"
"4085","https://www.basketball-reference.com/teams/POR/2018.html"
"4086","https://www.basketball-reference.com/boxscores/201710240POR.html"
"4087","https://www.basketball-reference.com/teams/UTA/2018.html"
"4088","https://www.basketball-reference.com/teams/LAC/2018.html"
"4089","https://www.basketball-reference.com/boxscores/201710240LAC.html"
"4090","https://www.basketball-reference.com/teams/DEN/2018.html"
"4091","https://www.basketball-reference.com/teams/CHO/2018.html"
"4092","https://www.basketball-reference.com/boxscores/201710250CHO.html"
"4093","https://www.basketball-reference.com/teams/MIN/2018.html"
"4094","https://www.basketball-reference.com/teams/DET/2018.html"
"4095","https://www.basketball-reference.com/boxscores/201710250DET.html"
"4096","https://www.basketball-reference.com/teams/HOU/2018.html"
"4097","https://www.basketball-reference.com/teams/PHI/2018.html"
"4098","https://www.basketball-reference.com/boxscores/201710250PHI.html"
"4099","https://www.basketball-reference.com/teams/CLE/2018.html"
"4100","https://www.basketball-reference.com/teams/BRK/2018.html"
"4101","https://www.basketball-reference.com/boxscores/201710250BRK.html"
"4102","https://www.basketball-reference.com/teams/SAS/2018.html"
"4103","https://www.basketball-reference.com/teams/MIA/2018.html"
"4104","https://www.basketball-reference.com/boxscores/201710250MIA.html"
"4105","https://www.basketball-reference.com/teams/IND/2018.html"
"4106","https://www.basketball-reference.com/teams/OKC/2018.html"
"4107","https://www.basketball-reference.com/boxscores/201710250OKC.html"
"4108","https://www.basketball-reference.com/teams/MEM/2018.html"
"4109","https://www.basketball-reference.com/teams/DAL/2018.html"
"4110","https://www.basketball-reference.com/boxscores/201710250DAL.html"
"4111","https://www.basketball-reference.com/teams/UTA/2018.html"
"4112","https://www.basketball-reference.com/teams/PHO/2018.html"
"4113","https://www.basketball-reference.com/boxscores/201710250PHO.html"
"4114","https://www.basketball-reference.com/teams/TOR/2018.html"
"4115","https://www.basketball-reference.com/teams/GSW/2018.html"
"4116","https://www.basketball-reference.com/boxscores/201710250GSW.html"
"4117","https://www.basketball-reference.com/teams/WAS/2018.html"
"4118","https://www.basketball-reference.com/teams/LAL/2018.html"
"4119","https://www.basketball-reference.com/boxscores/201710250LAL.html"
"4120","https://www.basketball-reference.com/teams/ATL/2018.html"
"4121","https://www.basketball-reference.com/teams/CHI/2018.html"
"4122","https://www.basketball-reference.com/boxscores/201710260CHI.html"
"4123","https://www.basketball-reference.com/teams/DAL/2018.html"
"4124","https://www.basketball-reference.com/teams/MEM/2018.html"
"4125","https://www.basketball-reference.com/boxscores/201710260MEM.html"
"4126","https://www.basketball-reference.com/teams/BOS/2018.html"
"4127","https://www.basketball-reference.com/teams/MIL/2018.html"
"4128","https://www.basketball-reference.com/boxscores/201710260MIL.html"
"4129","https://www.basketball-reference.com/teams/LAC/2018.html"
"4130","https://www.basketball-reference.com/teams/POR/2018.html"
"4131","https://www.basketball-reference.com/boxscores/201710260POR.html"
"4132","https://www.basketball-reference.com/teams/NOP/2018.html"
"4133","https://www.basketball-reference.com/teams/SAC/2018.html"
"4134","https://www.basketball-reference.com/boxscores/201710260SAC.html"
"4135","https://www.basketball-reference.com/teams/HOU/2018.html"
"4136","https://www.basketball-reference.com/teams/CHO/2018.html"
"4137","https://www.basketball-reference.com/boxscores/201710270CHO.html"
"4138","https://www.basketball-reference.com/teams/SAS/2018.html"
"4139","https://www.basketball-reference.com/teams/ORL/2018.html"
"4140","https://www.basketball-reference.com/boxscores/201710270ORL.html"
"4141","https://www.basketball-reference.com/teams/DEN/2018.html"
"4142","https://www.basketball-reference.com/teams/ATL/2018.html"
"4143","https://www.basketball-reference.com/boxscores/201710270ATL.html"
"4144","https://www.basketball-reference.com/teams/BRK/2018.html"
"4145","https://www.basketball-reference.com/teams/NYK/2018.html"
"4146","https://www.basketball-reference.com/boxscores/201710270NYK.html"
"4147","https://www.basketball-reference.com/teams/OKC/2018.html"
"4148","https://www.basketball-reference.com/teams/MIN/2018.html"
"4149","https://www.basketball-reference.com/boxscores/201710270MIN.html"
"4150","https://www.basketball-reference.com/teams/WAS/2018.html"
"4151","https://www.basketball-reference.com/teams/GSW/2018.html"
"4152","https://www.basketball-reference.com/boxscores/201710270GSW.html"
"4153","https://www.basketball-reference.com/teams/TOR/2018.html"
"4154","https://www.basketball-reference.com/teams/LAL/2018.html"
"4155","https://www.basketball-reference.com/boxscores/201710270LAL.html"
"4156","https://www.basketball-reference.com/teams/CLE/2018.html"
"4157","https://www.basketball-reference.com/teams/NOP/2018.html"
"4158","https://www.basketball-reference.com/boxscores/201710280NOP.html"
"4159","https://www.basketball-reference.com/teams/OKC/2018.html"
"4160","https://www.basketball-reference.com/teams/CHI/2018.html"
"4161","https://www.basketball-reference.com/boxscores/201710280CHI.html"
"4162","https://www.basketball-reference.com/teams/HOU/2018.html"
"4163","https://www.basketball-reference.com/teams/MEM/2018.html"
"4164","https://www.basketball-reference.com/boxscores/201710280MEM.html"
"4165","https://www.basketball-reference.com/teams/BOS/2018.html"
"4166","https://www.basketball-reference.com/teams/MIA/2018.html"
"4167","https://www.basketball-reference.com/boxscores/201710280MIA.html"
"4168","https://www.basketball-reference.com/teams/PHI/2018.html"
"4169","https://www.basketball-reference.com/teams/DAL/2018.html"
"4170","https://www.basketball-reference.com/boxscores/201710280DAL.html"
"4171","https://www.basketball-reference.com/teams/LAL/2018.html"
"4172","https://www.basketball-reference.com/teams/UTA/2018.html"
"4173","https://www.basketball-reference.com/boxscores/201710280UTA.html"
"4174","https://www.basketball-reference.com/teams/PHO/2018.html"
"4175","https://www.basketball-reference.com/teams/POR/2018.html"
"4176","https://www.basketball-reference.com/boxscores/201710280POR.html"
"4177","https://www.basketball-reference.com/teams/DET/2018.html"
"4178","https://www.basketball-reference.com/teams/LAC/2018.html"
"4179","https://www.basketball-reference.com/boxscores/201710280LAC.html"
"4180","https://www.basketball-reference.com/teams/MIL/2018.html"
"4181","https://www.basketball-reference.com/teams/ATL/2018.html"
"4182","https://www.basketball-reference.com/boxscores/201710290ATL.html"
"4183","https://www.basketball-reference.com/teams/SAS/2018.html"
"4184","https://www.basketball-reference.com/teams/IND/2018.html"
"4185","https://www.basketball-reference.com/boxscores/201710290IND.html"
"4186","https://www.basketball-reference.com/teams/DEN/2018.html"
"4187","https://www.basketball-reference.com/teams/BRK/2018.html"
"4188","https://www.basketball-reference.com/boxscores/201710290BRK.html"
"4189","https://www.basketball-reference.com/teams/ORL/2018.html"
"4190","https://www.basketball-reference.com/teams/CHO/2018.html"
"4191","https://www.basketball-reference.com/boxscores/201710290CHO.html"
"4192","https://www.basketball-reference.com/teams/WAS/2018.html"
"4193","https://www.basketball-reference.com/teams/SAC/2018.html"
"4194","https://www.basketball-reference.com/boxscores/201710290SAC.html"
"4195","https://www.basketball-reference.com/teams/NYK/2018.html"
"4196","https://www.basketball-reference.com/teams/CLE/2018.html"
"4197","https://www.basketball-reference.com/boxscores/201710290CLE.html"
"4198","https://www.basketball-reference.com/teams/DET/2018.html"
"4199","https://www.basketball-reference.com/teams/GSW/2018.html"
"4200","https://www.basketball-reference.com/boxscores/201710290GSW.html"
"4201","https://www.basketball-reference.com/teams/SAS/2018.html"
"4202","https://www.basketball-reference.com/teams/BOS/2018.html"
"4203","https://www.basketball-reference.com/boxscores/201710300BOS.html"
"4204","https://www.basketball-reference.com/teams/MIN/2018.html"
"4205","https://www.basketball-reference.com/teams/MIA/2018.html"
"4206","https://www.basketball-reference.com/boxscores/201710300MIA.html"
"4207","https://www.basketball-reference.com/teams/DEN/2018.html"
"4208","https://www.basketball-reference.com/teams/NYK/2018.html"
"4209","https://www.basketball-reference.com/boxscores/201710300NYK.html"
"4210","https://www.basketball-reference.com/teams/PHI/2018.html"
"4211","https://www.basketball-reference.com/teams/HOU/2018.html"
"4212","https://www.basketball-reference.com/boxscores/201710300HOU.html"
"4213","https://www.basketball-reference.com/teams/CHO/2018.html"
"4214","https://www.basketball-reference.com/teams/MEM/2018.html"
"4215","https://www.basketball-reference.com/boxscores/201710300MEM.html"
"4216","https://www.basketball-reference.com/teams/ORL/2018.html"
"4217","https://www.basketball-reference.com/teams/NOP/2018.html"
"4218","https://www.basketball-reference.com/boxscores/201710300NOP.html"
"4219","https://www.basketball-reference.com/teams/DAL/2018.html"
"4220","https://www.basketball-reference.com/teams/UTA/2018.html"
"4221","https://www.basketball-reference.com/boxscores/201710300UTA.html"
"4222","https://www.basketball-reference.com/teams/TOR/2018.html"
"4223","https://www.basketball-reference.com/teams/POR/2018.html"
"4224","https://www.basketball-reference.com/boxscores/201710300POR.html"
"4225","https://www.basketball-reference.com/teams/GSW/2018.html"
"4226","https://www.basketball-reference.com/teams/LAC/2018.html"
"4227","https://www.basketball-reference.com/boxscores/201710300LAC.html"
"4228","https://www.basketball-reference.com/teams/SAC/2018.html"
"4229","https://www.basketball-reference.com/teams/IND/2018.html"
"4230","https://www.basketball-reference.com/boxscores/201710310IND.html"
"4231","https://www.basketball-reference.com/teams/PHO/2018.html"
"4232","https://www.basketball-reference.com/teams/BRK/2018.html"
"4233","https://www.basketball-reference.com/boxscores/201710310BRK.html"
"4234","https://www.basketball-reference.com/teams/OKC/2018.html"
"4235","https://www.basketball-reference.com/teams/MIL/2018.html"
"4236","https://www.basketball-reference.com/boxscores/201710310MIL.html"
"4237","https://www.basketball-reference.com/teams/DET/2018.html"
"4238","https://www.basketball-reference.com/teams/LAL/2018.html"
"4239","https://www.basketball-reference.com/boxscores/201710310LAL.html"
"4240","https://www.basketball-reference.com/teams/MIL/2018.html"
"4241","https://www.basketball-reference.com/teams/CHO/2018.html"
"4242","https://www.basketball-reference.com/boxscores/201711010CHO.html"
"4243","https://www.basketball-reference.com/teams/IND/2018.html"
"4244","https://www.basketball-reference.com/teams/CLE/2018.html"
"4245","https://www.basketball-reference.com/boxscores/201711010CLE.html"
"4246","https://www.basketball-reference.com/teams/ATL/2018.html"
"4247","https://www.basketball-reference.com/teams/PHI/2018.html"
"4248","https://www.basketball-reference.com/boxscores/201711010PHI.html"
"4249","https://www.basketball-reference.com/teams/PHO/2018.html"
"4250","https://www.basketball-reference.com/teams/WAS/2018.html"
"4251","https://www.basketball-reference.com/boxscores/201711010WAS.html"
"4252","https://www.basketball-reference.com/teams/SAC/2018.html"
"4253","https://www.basketball-reference.com/teams/BOS/2018.html"
"4254","https://www.basketball-reference.com/boxscores/201711010BOS.html"
"4255","https://www.basketball-reference.com/teams/CHI/2018.html"
"4256","https://www.basketball-reference.com/teams/MIA/2018.html"
"4257","https://www.basketball-reference.com/boxscores/201711010MIA.html"
"4258","https://www.basketball-reference.com/teams/ORL/2018.html"
"4259","https://www.basketball-reference.com/teams/MEM/2018.html"
"4260","https://www.basketball-reference.com/boxscores/201711010MEM.html"
"4261","https://www.basketball-reference.com/teams/MIN/2018.html"
"4262","https://www.basketball-reference.com/teams/NOP/2018.html"
"4263","https://www.basketball-reference.com/boxscores/201711010NOP.html"
"4264","https://www.basketball-reference.com/teams/HOU/2018.html"
"4265","https://www.basketball-reference.com/teams/NYK/2018.html"
"4266","https://www.basketball-reference.com/boxscores/201711010NYK.html"
"4267","https://www.basketball-reference.com/teams/TOR/2018.html"
