"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_home1701","240","28","72",".389","8","27",".296","18","27",".667","6","25","31","17","6","1","14","22","82",""
"totals_home1702","240","35","85",".412","9","26",".346","24","25",".960","11","28","39","16","4","2","14","19","103",""
"totals_home1703","240","44","80",".550","10","20",".500","13","17",".765","6","36","42","26","5","9","14","16","111",""
"totals_home1704","240","34","92",".370","8","36",".222","20","24",".833","14","43","57","18","6","7","12","20","96",""
"totals_home1705","240","48","86",".558","20","38",".526","7","10",".700","6","31","37","35","5","2","13","18","123",""
"totals_home1706","240","28","79",".354","9","25",".360","19","22",".864","11","29","40","17","7","2","20","16","84",""
"totals_home1707","265","48","101",".475","9","22",".409","8","11",".727","15","34","49","25","7","7","14","16","113",""
"totals_home1708","240","34","84",".405","10","43",".233","25","33",".758","9","44","53","26","4","6","14","21","103",""
"totals_home1709","240","38","89",".427","9","24",".375","10","12",".833","8","41","49","17","8","2","6","19","95",""
"totals_home1710","265","44","108",".407","5","29",".172","19","27",".704","17","33","50","19","14","7","10","21","112",""
"totals_home1711","240","38","89",".427","7","22",".318","16","22",".727","11","34","45","21","9","3","9","18","99",""
"totals_home1712","240","40","89",".449","11","31",".355","4","6",".667","11","31","42","18","11","7","13","21","95",""
"totals_home1713","240","37","88",".420","9","27",".333","12","21",".571","7","38","45","24","6","6","12","13","95",""
"totals_home1714","240","36","77",".468","9","22",".409","12","24",".500","6","38","44","21","7","8","15","22","93",""
"totals_home1715","240","47","79",".595","11","25",".440","19","24",".792","4","26","30","29","10","7","13","20","124",""
"totals_home1716","240","34","72",".472","13","30",".433","14","23",".609","10","26","36","19","6","1","15","21","95",""
"totals_home1717","240","41","93",".441","7","17",".412","14","21",".667","9","37","46","21","9","3","9","14","103",""
"totals_home1718","240","45","80",".563","13","25",".520","12","15",".800","9","32","41","35","5","8","21","16","115",""
"totals_home1719","240","37","83",".446","8","24",".333","27","34",".794","10","31","41","20","3","9","11","24","109",""
"totals_home1720","240","39","88",".443","17","45",".378","13","19",".684","6","39","45","24","7","5","10","18","108",""
"totals_home1721","240","32","70",".457","11","31",".355","16","26",".615","7","27","34","28","6","6","16","12","91",""
"totals_home1722","240","37","83",".446","12","42",".286","18","23",".783","11","32","43","21","10","4","17","21","104",""
"totals_home1723","240","43","86",".500","15","36",".417","20","25",".800","8","31","39","32","10","5","14","16","121",""
"totals_home1724","240","46","82",".561","10","21",".476","17","20",".850","8","31","39","29","12","9","9","19","119",""
"totals_home1725","240","47","78",".603","11","22",".500","7","9",".778","4","37","41","35","7","4","16","22","112",""
"totals_home1726","240","34","83",".410","10","27",".370","20","27",".741","11","31","42","21","7","1","16","14","98",""
"totals_home1727","240","35","87",".402","9","30",".300","19","25",".760","15","36","51","21","6","4","13","15","98",""
"totals_home1728","240","32","84",".381","10","29",".345","14","19",".737","8","37","45","15","7","3","15","18","88",""
"totals_home1729","315","44","100",".440","13","46",".283","16","20",".800","7","43","50","35","13","4","19","20","117",""
"totals_home1730","240","39","88",".443","7","31",".226","15","23",".652","11","39","50","21","12","7","19","26","100",""
"totals_home1731","240","35","86",".407","9","31",".290","16","19",".842","2","29","31","20","10","5","8","18","95",""
"totals_home1732","240","54","97",".557","7","28",".250","5","9",".556","11","34","45","26","11","5","8","16","120",""
"totals_home1733","240","36","78",".462","12","25",".480","12","17",".706","10","33","43","21","12","6","21","24","96",""
"totals_home1734","240","40","83",".482","9","33",".273","20","29",".690","9","34","43","24","6","5","11","24","109",""
"totals_home1735","265","46","100",".460","16","36",".444","9","14",".643","11","37","48","30","12","4","15","17","117",""
"totals_home1736","240","43","91",".473","18","50",".360","20","25",".800","12","33","45","20","15","3","13","16","124",""
"totals_home1737","240","33","96",".344","7","31",".226","18","28",".643","13","38","51","18","9","3","6","21","91",""
"totals_home1738","240","42","79",".532","10","22",".455","15","17",".882","8","33","41","30","9","1","12","15","109",""
"totals_home1739","240","38","69",".551","14","23",".609","21","26",".808","6","29","35","21","9","3","13","22","111",""
"totals_home1740","240","35","76",".461","11","35",".314","34","42",".810","4","34","38","16","7","4","15","23","115",""
"totals_home1741","240","31","82",".378","12","35",".343","16","21",".762","9","28","37","22","10","8","8","15","90",""
"totals_home1742","240","40","95",".421","9","27",".333","17","24",".708","10","21","31","21","14","8","6","19","106",""
"totals_home1743","240","39","86",".453","5","25",".200","15","18",".833","9","32","41","14","5","2","7","14","98",""
"totals_home1744","240","32","79",".405","14","34",".412","15","17",".882","10","28","38","18","8","3","13","19","93",""
"totals_home1745","240","36","85",".424","13","30",".433","23","28",".821","12","34","46","20","8","9","12","13","108",""
"totals_home1746","240","42","89",".472","17","34",".500","13","16",".813","7","32","39","27","11","3","13","17","114",""
"totals_home1747","240","34","81",".420","12","33",".364","17","21",".810","7","22","29","26","7","2","9","17","97",""
"totals_home1748","240","39","91",".429","12","33",".364","9","16",".563","13","38","51","20","4","5","10","18","99",""
"totals_home1749","240","43","88",".489","9","20",".450","14","16",".875","12","35","47","30","10","6","19","16","109",""
"totals_home1750","240","37","79",".468","7","21",".333","30","38",".789","9","29","38","14","12","3","12","16","111",""
"totals_home1751","240","38","83",".458","8","22",".364","26","31",".839","10","29","39","25","8","6","12","23","110",""
"totals_home1752","240","44","92",".478","13","28",".464","16","19",".842","5","34","39","27","9","7","15","16","117",""
"totals_home1753","240","40","77",".519","17","43",".395","23","27",".852","12","40","52","25","5","7","14","13","120",""
"totals_home1754","240","42","91",".462","7","19",".368","17","21",".810","11","21","32","19","6","2","10","14","108",""
"totals_home1755","240","39","81",".481","7","24",".292","10","15",".667","6","34","40","13","9","5","10","13","95",""
"totals_home1756","240","32","88",".364","11","37",".297","16","17",".941","8","34","42","21","10","5","15","18","91",""
"totals_home1757","240","40","82",".488","9","24",".375","20","25",".800","8","37","45","22","7","4","16","19","109",""
"totals_home1758","265","41","92",".446","10","25",".400","22","35",".629","7","38","45","23","9","9","12","26","114",""
"totals_home1759","240","34","81",".420","10","35",".286","17","24",".708","13","40","53","21","7","6","19","19","95",""
"totals_home1760","240","46","92",".500","14","35",".400","10","14",".714","10","34","44","29","8","3","16","31","116",""
"totals_home1761","240","43","82",".524","11","29",".379","22","27",".815","8","32","40","27","12","3","14","18","119",""
"totals_home1762","240","39","85",".459","7","23",".304","26","35",".743","8","31","39","21","10","6","12","18","111",""
"totals_home1763","240","35","81",".432","8","29",".276","17","20",".850","11","32","43","27","5","6","13","17","95",""
"totals_home1764","240","30","80",".375","13","32",".406","16","21",".762","5","39","44","18","5","5","10","22","89",""
"totals_home1765","240","32","82",".390","15","42",".357","20","23",".870","14","24","38","15","5","7","10","19","99",""
"totals_home1766","240","44","87",".506","11","32",".344","13","14",".929","9","42","51","31","6","8","11","23","112",""
"totals_home1767","240","37","90",".411","17","42",".405","25","32",".781","12","35","47","19","7","5","14","30","116",""
"totals_home1768","240","40","77",".519","8","23",".348","19","22",".864","8","34","42","23","15","5","13","26","107",""
"totals_home1769","240","40","75",".533","14","30",".467","16","20",".800","4","33","37","22","6","7","12","17","110",""
"totals_home1770","240","36","72",".500","13","28",".464","19","24",".792","8","34","42","27","6","5","21","18","104",""
"totals_home1771","240","38","96",".396","6","25",".240","9","14",".643","12","25","37","18","13","2","8","14","91",""
"totals_home1772","240","34","74",".459","7","21",".333","22","25",".880","14","30","44","26","9","8","16","19","97",""
"totals_home1773","240","41","87",".471","10","30",".333","16","24",".667","9","41","50","22","1","4","9","19","108",""
"totals_home1774","240","42","82",".512","12","29",".414","19","22",".864","7","28","35","25","10","3","12","14","115",""
"totals_home1775","240","45","86",".523","9","29",".310","10","14",".714","13","27","40","27","14","6","23","27","109",""
"totals_home1776","240","36","79",".456","8","14",".571","22","26",".846","11","38","49","13","8","3","17","20","102",""
"totals_home1777","240","33","81",".407","10","26",".385","21","27",".778","12","32","44","21","4","1","10","17","97",""
"totals_home1778","240","34","74",".459","12","26",".462","20","24",".833","5","36","41","18","7","4","12","18","100",""
"totals_home1779","240","38","88",".432","10","25",".400","18","25",".720","15","29","44","19","8","5","11","11","104",""
"totals_home1780","240","36","85",".424","4","20",".200","21","29",".724","10","30","40","16","7","2","14","19","97",""
"totals_home1781","240","44","88",".500","14","41",".341","17","21",".810","13","47","60","29","4","4","14","17","119",""
"totals_home1782","240","36","78",".462","17","40",".425","29","35",".829","9","34","43","16","4","4","17","26","118",""
"totals_home1783","240","46","72",".639","16","25",".640","5","6",".833","2","33","35","25","3","3","11","15","113",""
"totals_home1784","240","41","87",".471","8","29",".276","19","23",".826","6","37","43","27","7","5","7","16","109",""
"totals_home1785","240","44","82",".537","13","25",".520","19","31",".613","15","25","40","24","11","5","19","18","120",""
"totals_home1786","240","35","83",".422","6","22",".273","9","16",".563","10","24","34","15","6","4","9","19","85",""
"totals_home1787","240","42","85",".494","7","24",".292","22","27",".815","10","32","42","24","9","13","15","17","113",""
"totals_home1788","240","35","85",".412","9","27",".333","23","26",".885","7","36","43","18","15","6","17","20","102",""
"totals_home1789","240","36","74",".486","9","21",".429","30","40",".750","9","34","43","22","2","7","16","20","111",""
"totals_home1790","265","47","90",".522","10","23",".435","19","24",".792","7","34","41","31","8","9","8","25","123",""
"totals_home1791","240","47","86",".547","16","30",".533","20","23",".870","12","37","49","29","5","2","16","18","130",""
"totals_home1792","240","42","75",".560","10","24",".417","18","22",".818","6","32","38","29","5","2","15","19","112",""
"totals_home1793","240","44","92",".478","12","32",".375","17","21",".810","8","38","46","29","9","5","5","18","117",""
"totals_home1794","240","40","90",".444","13","31",".419","22","25",".880","15","32","47","28","5","5","9","26","115",""
"totals_home1795","240","36","85",".424","10","32",".313","12","15",".800","13","25","38","18","4","3","13","19","94",""
"totals_home1796","240","33","72",".458","6","26",".231","17","20",".850","6","31","37","16","3","2","12","13","89",""
"totals_home1797","240","32","84",".381","3","27",".111","14","17",".824","11","27","38","25","14","8","16","14","81",""
"totals_home1798","240","40","86",".465","11","32",".344","15","24",".625","9","27","36","24","5","4","13","22","106",""
"totals_home1799","240","36","85",".424","8","25",".320","12","20",".600","11","44","55","23","8","3","17","22","92",""
"totals_home1800","240","40","86",".465","12","22",".545","7","11",".636","9","33","42","21","2","2","10","17","99",""
"totals_home1801","240","38","94",".404","4","15",".267","18","28",".643","18","27","45","18","7","5","10","21","98",""
"totals_home1802","240","38","82",".463","10","37",".270","13","17",".765","10","37","47","28","7","7","15","18","99",""
"totals_home1803","240","39","81",".481","14","29",".483","11","17",".647","8","37","45","20","2","4","16","23","103",""
"totals_home1804","240","43","79",".544","8","18",".444","18","23",".783","9","31","40","21","9","10","14","20","112",""
"totals_home1805","240","40","92",".435","10","30",".333","14","20",".700","13","24","37","21","10","1","12","16","104",""
"totals_home1806","240","40","94",".426","6","24",".250","12","16",".750","16","40","56","20","5","11","13","24","98",""
"totals_home1807","240","41","82",".500","12","34",".353","13","16",".813","10","36","46","26","5","1","10","17","107",""
"totals_home1808","240","41","91",".451","11","33",".333","14","17",".824","16","37","53","22","11","5","15","20","107",""
"totals_home1809","240","39","83",".470","10","31",".323","18","24",".750","4","37","41","23","2","8","17","21","106",""
"totals_home1810","240","41","80",".513","7","16",".438","20","24",".833","5","38","43","18","7","5","12","14","109",""
"totals_home1811","240","39","81",".481","11","30",".367","18","22",".818","10","43","53","23","3","1","9","21","107",""
"totals_home1812","240","32","72",".444","8","22",".364","27","35",".771","6","35","41","24","5","5","19","29","99",""
"totals_home1813","240","44","81",".543","13","31",".419","21","27",".778","9","40","49","31","7","8","13","13","122",""
"totals_home1814","240","32","87",".368","7","23",".304","20","29",".690","19","33","52","15","7","3","11","11","91",""
"totals_home1815","240","38","79",".481","10","25",".400","8","10",".800","7","32","39","27","8","4","15","17","94",""
"totals_home1816","240","41","94",".436","11","37",".297","20","29",".690","16","37","53","28","7","7","11","21","113",""
"totals_home1817","240","35","86",".407","10","28",".357","12","16",".750","4","46","50","23","9","3","15","15","92",""
"totals_home1818","265","47","90",".522","12","29",".414","22","30",".733","7","35","42","27","4","7","6","26","128",""
"totals_home1819","240","48","90",".533","17","33",".515","15","19",".789","6","37","43","40","8","9","10","15","128",""
"totals_home1820","240","46","87",".529","9","25",".360","23","33",".697","15","37","52","25","9","7","12","26","124",""
"totals_home1821","240","41","79",".519","12","30",".400","15","18",".833","7","33","40","25","8","6","11","19","109",""
"totals_home1822","240","51","86",".593","11","23",".478","13","17",".765","4","46","50","37","8","7","16","18","126",""
"totals_home1823","240","35","93",".376","8","28",".286","21","33",".636","22","27","49","14","5","4","11","26","99",""
"totals_home1824","240","37","82",".451","11","26",".423","17","17","1.000","9","39","48","22","10","3","18","17","102",""
"totals_home1825","240","37","82",".451","8","29",".276","17","24",".708","10","34","44","18","9","8","16","22","99",""
"totals_home1826","240","41","75",".547","5","15",".333","15","16",".938","7","29","36","23","10","0","16","18","102",""
"totals_home1827","240","41","80",".513","9","20",".450","28","39",".718","10","33","43","28","2","4","9","18","119",""
"totals_home1828","240","35","75",".467","8","24",".333","36","47",".766","8","39","47","15","7","3","15","18","114",""
"totals_home1829","240","47","88",".534","18","36",".500","9","12",".750","10","35","45","23","12","5","16","15","121",""
"totals_home1830","240","46","105",".438","13","37",".351","6","8",".750","19","32","51","22","9","15","11","22","111",""
"totals_home1831","240","43","85",".506","18","39",".462","15","15","1.000","7","33","40","31","6","4","15","20","119",""
"totals_home1832","240","30","89",".337","3","26",".115","24","31",".774","12","31","43","12","9","3","11","18","87",""
"totals_home1833","240","42","85",".494","8","31",".258","28","32",".875","4","27","31","28","8","6","8","19","120",""
"totals_home1834","240","38","83",".458","7","25",".280","12","20",".600","10","35","45","16","5","5","12","19","95",""
"totals_home1835","240","37","80",".463","8","23",".348","19","23",".826","8","29","37","23","6","2","9","23","101",""
"totals_home1836","240","40","87",".460","8","22",".364","12","13",".923","8","35","43","32","6","5","17","25","100",""
"totals_home1837","240","46","94",".489","3","19",".158","11","16",".688","11","24","35","25","7","3","12","22","106",""
"totals_home1838","240","36","81",".444","8","24",".333","13","16",".813","6","39","45","22","10","1","11","11","93",""
"totals_home1839","240","38","84",".452","6","26",".231","21","27",".778","4","44","48","24","3","5","10","19","103",""
"totals_home1840","240","44","81",".543","12","27",".444","11","15",".733","9","28","37","31","2","9","12","20","111",""
"totals_home1841","240","40","89",".449","14","30",".467","10","15",".667","13","32","45","29","12","3","13","16","104",""
"totals_home1842","240","38","82",".463","10","31",".323","18","21",".857","5","38","43","24","12","4","11","24","104",""
"totals_home1843","240","50","85",".588","18","33",".545","23","25",".920","7","31","38","37","3","6","10","17","141",""
"totals_home1844","240","35","87",".402","7","32",".219","25","34",".735","10","38","48","18","10","9","13","12","102",""
"totals_home1845","240","43","93",".462","16","36",".444","12","17",".706","12","35","47","27","6","8","10","24","114",""
"totals_home1846","240","33","85",".388","10","25",".400","14","18",".778","13","30","43","20","3","5","16","18","90",""
"totals_home1847","240","39","79",".494","14","33",".424","16","25",".640","8","42","50","21","7","8","17","22","108",""
"totals_home1848","290","49","106",".462","18","52",".346","32","39",".821","15","28","43","29","7","9","11","33","148",""
"totals_home1849","240","36","76",".474","10","28",".357","24","27",".889","6","36","42","24","9","5","16","21","106",""
"totals_home1850","240","43","89",".483","10","32",".313","17","23",".739","11","34","45","18","4","4","11","20","113",""
"totals_home1851","240","37","86",".430","9","24",".375","13","25",".520","12","30","42","20","6","2","16","21","96",""
"totals_home1852","240","37","88",".420","10","27",".370","26","34",".765","12","23","35","18","9","4","16","29","110",""
"totals_home1853","240","36","82",".439","9","25",".360","17","23",".739","10","42","52","17","7","10","13","22","98",""
"totals_home1854","265","45","91",".495","14","33",".424","27","33",".818","6","34","40","25","8","8","12","20","131",""
"totals_home1855","265","45","104",".433","11","27",".407","19","23",".826","15","43","58","28","5","7","12","21","120",""
"totals_home1856","240","40","81",".494","7","20",".350","27","30",".900","7","34","41","26","14","5","17","24","114",""
"totals_home1857","240","43","83",".518","13","32",".406","28","37",".757","8","32","40","28","11","4","10","17","127",""
"totals_home1858","240","35","87",".402","7","22",".318","14","18",".778","12","38","50","21","5","7","14","23","91",""
"totals_home1859","240","39","77",".506","7","22",".318","19","26",".731","11","36","47","24","7","4","21","22","104",""
"totals_home1860","240","45","87",".517","7","17",".412","14","18",".778","16","31","47","22","1","2","15","19","111",""
"totals_home1861","240","39","71",".549","9","23",".391","26","31",".839","4","30","34","23","5","3","19","24","113",""
"totals_home1862","240","35","91",".385","6","31",".194","22","25",".880","9","39","48","16","7","3","12","19","98",""
"totals_home1863","240","36","80",".450","7","22",".318","33","43",".767","13","32","45","23","10","5","13","21","112",""
"totals_home1864","240","48","81",".593","9","23",".391","16","26",".615","6","36","42","27","9","5","12","21","121",""
"totals_home1865","240","37","72",".514","14","30",".467","10","11",".909","4","34","38","22","3","3","19","23","98",""
"totals_home1866","240","43","84",".512","17","34",".500","8","11",".727","7","34","41","29","6","3","12","16","111",""
"totals_home1867","240","41","92",".446","12","36",".333","8","11",".727","9","43","52","27","9","2","15","20","102",""
"totals_home1868","240","43","93",".462","13","33",".394","16","19",".842","9","34","43","29","5","2","13","20","115",""
"totals_home1869","240","44","75",".587","9","17",".529","25","28",".893","6","28","34","33","8","5","16","23","122",""
"totals_home1870","240","43","90",".478","19","43",".442","17","22",".773","7","33","40","29","6","2","12","17","122",""
"totals_home1871","240","51","82",".622","12","27",".444","20","22",".909","8","40","48","35","8","9","20","16","134",""
"totals_home1872","240","38","84",".452","7","32",".219","15","17",".882","6","30","36","23","12","1","14","21","98",""
"totals_home1873","240","38","92",".413","11","33",".333","9","15",".600","16","29","45","24","5","4","17","10","96",""
"totals_home1874","240","42","89",".472","17","50",".340","13","22",".591","6","32","38","20","7","3","10","17","114",""
"totals_home1875","240","45","100",".450","9","30",".300","18","23",".783","15","30","45","29","5","2","10","15","117",""
"totals_home1876","240","38","94",".404","6","36",".167","9","13",".692","17","39","56","24","6","4","10","22","91",""
"totals_home1877","240","44","90",".489","14","30",".467","12","13",".923","13","42","55","29","5","4","12","17","114",""
"totals_home1878","265","38","94",".404","12","42",".286","19","20",".950","15","29","44","24","10","5","14","19","107",""
"totals_home1879","240","41","77",".532","7","17",".412","21","29",".724","5","23","28","26","4","4","11","23","110",""
"totals_home1880","240","49","92",".533","14","32",".438","12","17",".706","7","27","34","33","11","2","13","24","124",""
"totals_home1881","240","41","87",".471","11","30",".367","10","18",".556","7","37","44","21","15","6","15","16","103",""
"totals_home1882","240","38","86",".442","14","35",".400","9","15",".600","4","33","37","24","9","1","10","11","99",""
"totals_home1883","240","35","86",".407","10","30",".333","20","26",".769","11","35","46","20","6","9","16","25","100",""
"totals_home1884","240","43","80",".538","13","30",".433","11","14",".786","6","38","44","30","11","5","15","20","110",""
"totals_home1885","240","38","94",".404","9","36",".250","9","12",".750","12","34","46","24","7","3","16","19","94",""
"totals_home1886","240","39","91",".429","3","11",".273","24","30",".800","10","35","45","19","10","7","18","25","105",""
"totals_home1887","240","30","91",".330","6","31",".194","19","22",".864","12","43","55","11","2","11","16","14","85",""
"totals_home1888","240","38","75",".507","12","25",".480","20","27",".741","5","30","35","21","8","4","11","15","108",""
"totals_home1889","240","48","86",".558","15","31",".484","14","18",".778","10","39","49","24","9","4","12","19","125",""
"totals_home1890","240","49","98",".500","14","37",".378","15","22",".682","14","32","46","29","5","2","19","28","127",""
"totals_home1891","240","37","78",".474","8","21",".381","21","29",".724","4","30","34","25","6","6","14","22","103",""
"totals_home1892","240","44","90",".489","9","18",".500","19","21",".905","13","34","47","26","10","5","9","20","116",""
"totals_home1893","240","42","94",".447","9","25",".360","13","17",".765","10","29","39","21","16","4","9","22","106",""
"totals_home1894","240","40","83",".482","9","29",".310","14","20",".700","8","29","37","21","6","6","8","16","103",""
"totals_home1895","240","35","92",".380","6","24",".250","20","24",".833","9","31","40","22","7","3","7","20","96",""
"totals_home1896","240","39","88",".443","17","39",".436","19","23",".826","12","31","43","24","6","6","7","19","114",""
"totals_home1897","240","48","92",".522","8","23",".348","7","10",".700","9","29","38","19","7","5","9","24","111",""
"totals_home1898","240","48","86",".558","16","36",".444","20","25",".800","6","43","49","32","13","6","18","25","132",""
"totals_home1899","240","44","79",".557","7","22",".318","14","20",".700","8","32","40","30","9","5","16","23","109",""
"totals_home1900","265","39","100",".390","12","33",".364","23","28",".821","11","44","55","22","8","2","16","27","113",""
"totals_home1901","240","40","86",".465","12","28",".429","15","18",".833","3","34","37","26","6","5","11","17","107",""
"totals_home1902","240","52","100",".520","10","31",".323","13","17",".765","15","41","56","30","6","2","5","17","127",""
"totals_home1903","240","46","82",".561","6","22",".273","14","21",".667","9","32","41","31","7","9","16","18","112",""
"totals_home1904","240","40","82",".488","8","23",".348","12","16",".750","8","37","45","19","6","1","18","14","100",""
"totals_home1905","240","48","85",".565","13","30",".433","15","21",".714","10","33","43","33","7","10","16","15","124",""
"totals_home1906","240","38","85",".447","9","18",".500","23","34",".676","14","33","47","16","10","9","16","25","108",""
"totals_home1907","240","35","90",".389","7","21",".333","12","15",".800","7","30","37","15","7","12","5","16","89",""
"totals_home1908","240","37","84",".440","13","31",".419","19","26",".731","11","27","38","20","6","4","14","17","106",""
"totals_home1909","240","43","83",".518","9","26",".346","19","22",".864","5","33","38","27","6","2","4","22","114",""
"totals_home1910","240","37","77",".481","12","35",".343","13","21",".619","9","46","55","30","12","4","25","23","99",""
"totals_home1911","240","43","84",".512","10","26",".385","15","30",".500","4","39","43","16","6","5","11","22","111",""
"totals_home1912","240","43","87",".494","1","18",".056","19","29",".655","12","33","45","13","7","3","14","23","106",""
"totals_home1913","240","41","78",".526","10","25",".400","12","17",".706","9","36","45","25","8","1","23","17","104",""
"totals_home1914","240","27","74",".365","12","37",".324","14","15",".933","2","33","35","19","11","2","17","11","80",""
"totals_home1915","290","48","96",".500","10","22",".455","13","21",".619","11","40","51","24","5","9","18","20","119",""
"totals_home1916","240","45","100",".450","12","38",".316","19","25",".760","17","32","49","25","7","5","13","30","121",""
"totals_home1917","240","37","88",".420","5","19",".263","26","32",".813","14","36","50","21","7","5","9","26","105",""
"totals_home1918","240","45","82",".549","4","19",".211","16","25",".640","11","36","47","20","4","9","14","21","110",""
"totals_home1919","240","39","80",".488","7","20",".350","19","27",".704","11","34","45","22","11","5","14","22","104",""
"totals_home1920","240","38","95",".400","9","37",".243","12","20",".600","14","26","40","27","13","6","12","18","97",""
"totals_home1921","240","38","79",".481","8","23",".348","22","26",".846","4","29","33","26","9","6","16","21","106",""
"totals_home1922","240","38","82",".463","11","28",".393","16","18",".889","3","34","37","20","12","4","19","19","103",""
"totals_home1923","240","53","106",".500","18","42",".429","9","13",".692","18","45","63","31","3","7","9","25","133",""
"totals_home1924","240","42","85",".494","8","26",".308","23","28",".821","10","34","44","23","9","3","15","25","115",""
"totals_home1925","240","36","87",".414","13","38",".342","8","14",".571","12","35","47","22","15","4","15","17","93",""
"totals_home1926","240","32","78",".410","9","27",".333","26","34",".765","8","38","46","17","8","2","12","19","99",""
"totals_home1927","240","39","85",".459","10","21",".476","9","12",".750","6","38","44","16","5","4","14","18","97",""
"totals_home1928","240","54","95",".568","4","16",".250","13","19",".684","14","27","41","26","9","6","11","22","125",""
"totals_home1929","240","37","80",".463","11","28",".393","20","26",".769","8","38","46","21","6","3","18","25","105",""
"totals_home1930","240","36","85",".424","11","28",".393","11","12",".917","8","25","33","21","9","6","12","20","94",""
"totals_home1931","240","49","95",".516","10","27",".370","10","16",".625","16","27","43","33","12","4","12","12","118",""
"totals_home1932","240","45","82",".549","7","19",".368","22","23",".957","9","34","43","26","7","6","18","16","119",""
"totals_home1933","240","27","70",".386","7","22",".318","26","32",".813","12","35","47","15","8","3","14","18","87",""
"totals_home1934","240","37","80",".463","14","33",".424","7","9",".778","4","34","38","27","5","3","19","19","95",""
"totals_home1935","265","34","90",".378","11","43",".256","22","28",".786","4","35","39","20","5","1","8","17","101",""
"totals_home1936","240","46","82",".561","12","31",".387","22","26",".846","5","34","39","29","11","5","15","22","126",""
"totals_home1937","240","33","83",".398","9","28",".321","16","23",".696","9","41","50","16","3","7","14","15","91",""
"totals_home1938","265","46","93",".495","10","23",".435","17","23",".739","6","41","47","31","10","3","15","19","119",""
"totals_home1939","240","45","93",".484","8","25",".320","27","32",".844","14","30","44","22","3","2","10","23","125",""
"totals_home1940","240","42","87",".483","17","36",".472","6","9",".667","6","34","40","27","10","8","14","11","107",""
"totals_home1941","240","41","79",".519","14","27",".519","16","18",".889","6","37","43","23","9","3","15","17","112",""
"totals_home1942","240","35","76",".461","11","29",".379","16","20",".800","3","46","49","23","8","8","13","18","97",""
"totals_home1943","265","46","97",".474","12","34",".353","14","18",".778","10","34","44","28","12","7","22","27","118",""
"totals_home1944","240","35","85",".412","9","37",".243","18","24",".750","14","31","45","20","2","1","12","16","97",""
"totals_home1945","240","43","80",".538","7","19",".368","27","33",".818","7","31","38","21","12","3","11","17","120",""
"totals_home1946","240","42","86",".488","15","29",".517","8","11",".727","3","35","38","27","10","5","16","24","107",""
"totals_home1947","240","40","81",".494","6","25",".240","31","38",".816","10","38","48","22","8","9","21","28","117",""
"totals_home1948","240","32","76",".421","6","21",".286","25","31",".806","11","28","39","19","10","8","23","22","95",""
"totals_home1949","240","40","86",".465","9","25",".360","13","14",".929","11","39","50","23","8","2","15","23","102",""
"totals_home1950","240","32","87",".368","11","32",".344","29","36",".806","11","34","45","16","5","3","11","23","104",""
"totals_home1951","240","42","88",".477","16","39",".410","19","22",".864","7","38","45","27","6","2","9","23","119",""
"totals_home1952","240","42","82",".512","10","22",".455","29","34",".853","6","42","48","24","8","8","18","26","123",""
"totals_home1953","240","43","94",".457","7","28",".250","15","22",".682","12","31","43","26","9","5","15","22","108",""
"totals_home1954","240","36","86",".419","9","30",".300","14","29",".483","18","41","59","20","10","6","18","19","95",""
"totals_home1955","240","36","81",".444","9","33",".273","13","17",".765","9","29","38","11","11","7","13","12","94",""
"totals_home1956","240","44","79",".557","10","25",".400","15","20",".750","4","37","41","30","6","10","18","17","113",""
"totals_home1957","240","40","90",".444","11","31",".355","17","19",".895","15","36","51","24","4","10","16","15","108",""
"totals_home1958","265","40","101",".396","19","50",".380","14","16",".875","12","41","53","27","7","3","18","24","113",""
"totals_home1959","240","40","86",".465","8","26",".308","17","26",".654","15","32","47","23","10","3","18","23","105",""
"totals_home1960","240","46","91",".505","17","35",".486","9","10",".900","9","34","43","21","7","6","9","16","118",""
"totals_home1961","240","48","98",".490","15","31",".484","22","26",".846","13","36","49","27","10","5","9","18","133",""
"totals_home1962","240","37","89",".416","10","40",".250","10","13",".769","12","31","43","32","5","3","10","22","94",""
"totals_home1963","240","35","83",".422","13","36",".361","12","18",".667","6","41","47","23","3","1","14","28","95",""
"totals_home1964","240","34","80",".425","11","31",".355","17","23",".739","12","37","49","24","6","8","20","20","96",""
"totals_home1965","240","45","106",".425","10","39",".256","12","13",".923","14","35","49","24","10","2","11","19","112",""
"totals_home1966","240","41","91",".451","10","28",".357","13","17",".765","15","29","44","23","9","3","11","19","105",""
"totals_home1967","240","33","76",".434","11","28",".393","24","32",".750","5","33","38","23","6","4","9","25","101",""
"totals_home1968","240","46","95",".484","12","35",".343","10","12",".833","21","33","54","22","10","6","16","14","114",""
"totals_home1969","240","38","72",".528","13","21",".619","16","20",".800","8","28","36","19","9","4","19","21","105",""
"totals_home1970","240","40","87",".460","10","30",".333","19","31",".613","17","31","48","22","10","5","20","16","109",""
"totals_home1971","240","30","74",".405","7","29",".241","13","17",".765","3","28","31","13","7","5","19","20","80",""
"totals_home1972","240","38","85",".447","10","34",".294","18","27",".667","14","32","46","22","8","4","20","21","104",""
