"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_home4615","240","40","90",".444","12","43",".279","12","18",".667","7","34","41","33","9","4","13","21","104",""
"totals_home4616","240","41","78",".526","13","37",".351","13","19",".684","8","33","41","19","12","3","21","18","108",""
"totals_home4617","240","44","93",".473","11","28",".393","18","20",".900","11","31","42","28","10","3","14","23","117",""
"totals_home4618","240","34","82",".415","16","37",".432","22","24",".917","7","41","48","27","5","8","16","15","106",""
"totals_home4619","240","54","93",".581","15","35",".429","29","34",".853","12","36","48","30","7","3","14","35","152",""
"totals_home4620","240","44","84",".524","8","19",".421","18","26",".692","8","38","46","25","10","8","25","27","114",""
"totals_home4621","240","44","92",".478","16","36",".444","19","29",".655","18","36","54","31","7","5","18","21","123",""
"totals_home4622","240","49","92",".533","6","19",".316","6","13",".462","14","34","48","19","7","8","13","23","110",""
"totals_home4623","240","34","95",".358","7","32",".219","22","32",".688","16","28","44","27","9","7","6","23","97",""
"totals_home4624","240","49","90",".544","20","35",".571","21","25",".840","12","31","43","27","1","7","15","21","139",""
"totals_home4625","240","38","84",".452","12","35",".343","12","17",".706","9","28","37","18","8","7","17","20","100",""
"totals_home4626","240","42","79",".532","14","28",".500","15","16",".938","3","38","41","31","2","9","10","18","113",""
"totals_home4627","240","42","93",".452","14","37",".378","12","15",".800","14","36","50","28","8","2","9","23","110",""
"totals_home4628","265","43","89",".483","23","46",".500","20","33",".606","10","35","45","29","7","8","20","27","129",""
"totals_home4629","240","34","86",".395","12","30",".400","17","19",".895","6","42","48","23","2","4","8","11","97",""
"totals_home4630","240","43","85",".506","12","42",".286","19","26",".731","2","36","38","24","7","3","17","33","117",""
"totals_home4631","240","34","88",".386","8","32",".250","21","27",".778","16","35","51","22","5","4","13","14","97",""
"totals_home4632","240","42","82",".512","11","32",".344","20","26",".769","2","42","44","28","5","3","14","18","115",""
"totals_home4633","240","42","97",".433","11","34",".324","16","18",".889","14","32","46","25","7","2","11","20","111",""
"totals_home4634","240","48","97",".495","13","43",".302","21","27",".778","10","42","52","26","10","6","12","26","130",""
"totals_home4635","240","46","82",".561","6","18",".333","6","14",".429","6","35","41","32","12","11","16","18","104",""
"totals_home4636","240","33","89",".371","9","37",".243","26","31",".839","11","34","45","15","11","2","10","21","101",""
"totals_home4637","240","50","90",".556","19","37",".514","32","35",".914","11","35","46","31","3","3","14","26","151",""
"totals_home4638","240","37","83",".446","7","33",".212","23","27",".852","8","25","33","19","6","0","15","18","104",""
"totals_home4639","265","46","89",".517","7","27",".259","16","22",".727","13","33","46","26","8","2","17","14","115",""
"totals_home4640","240","43","85",".506","15","39",".385","24","30",".800","8","29","37","26","8","7","9","19","125",""
"totals_home4641","240","39","91",".429","9","28",".321","19","29",".655","11","35","46","26","9","6","16","22","106",""
"totals_home4642","240","46","82",".561","8","31",".258","27","30",".900","4","31","35","23","5","2","9","27","127",""
"totals_home4643","240","46","89",".517","13","36",".361","20","27",".741","10","40","50","24","8","8","18","20","125",""
"totals_home4644","240","42","91",".462","9","39",".231","7","11",".636","11","28","39","22","6","2","13","22","100",""
"totals_home4645","240","42","90",".467","13","36",".361","12","14",".857","15","37","52","23","7","3","21","21","109",""
"totals_home4646","240","41","86",".477","14","37",".378","25","27",".926","19","38","57","24","3","6","18","22","121",""
"totals_home4647","240","42","87",".483","11","35",".314","32","37",".865","10","38","48","29","5","4","16","29","127",""
"totals_home4648","240","42","88",".477","15","35",".429","20","22",".909","14","37","51","27","12","4","22","24","119",""
"totals_home4649","240","40","85",".471","9","27",".333","17","21",".810","8","35","43","25","7","5","9","16","106",""
"totals_home4650","240","35","92",".380","13","31",".419","20","25",".800","11","28","39","26","6","6","15","20","103",""
"totals_home4651","240","28","79",".354","11","36",".306","25","34",".735","13","32","45","18","5","6","15","12","92",""
"totals_home4652","240","50","80",".625","15","31",".484","18","25",".720","5","32","37","31","8","5","20","21","133",""
"totals_home4653","240","45","98",".459","21","45",".467","17","20",".850","7","30","37","25","11","5","6","20","128",""
"totals_home4654","240","51","95",".537","15","34",".441","22","26",".846","16","41","57","30","8","4","19","22","139",""
"totals_home4655","240","43","95",".453","12","40",".300","17","26",".654","7","39","46","29","7","5","13","14","115",""
"totals_home4656","240","36","76",".474","9","24",".375","26","29",".897","11","29","40","20","6","6","19","25","107",""
"totals_home4657","240","45","96",".469","11","32",".344","18","28",".643","19","43","62","28","2","10","18","21","119",""
"totals_home4658","240","45","98",".459","12","34",".353","16","18",".889","12","38","50","20","8","7","13","30","118",""
"totals_home4659","240","32","76",".421","8","24",".333","13","21",".619","4","30","34","21","4","1","11","20","85",""
"totals_home4660","240","33","83",".398","9","33",".273","14","17",".824","7","32","39","21","5","5","9","19","89",""
"totals_home4661","240","41","95",".432","16","44",".364","14","14","1.000","13","33","46","26","8","3","15","15","112",""
"totals_home4662","240","44","100",".440","9","32",".281","16","26",".615","18","33","51","21","9","8","9","20","113",""
"totals_home4663","240","38","80",".475","8","30",".267","32","41",".780","9","33","42","15","9","2","10","20","116",""
"totals_home4664","240","44","94",".468","20","39",".513","15","16",".938","10","43","53","26","6","8","9","14","123",""
"totals_home4665","240","45","87",".517","10","28",".357","14","21",".667","7","37","44","27","13","2","10","14","114",""
"totals_home4666","240","39","91",".429","14","44",".318","21","26",".808","13","31","44","21","5","4","16","24","113",""
"totals_home4667","240","47","92",".511","15","29",".517","15","18",".833","14","37","51","20","4","5","12","19","124",""
"totals_home4668","265","48","94",".511","14","31",".452","18","24",".750","11","32","43","33","4","2","11","22","128",""
"totals_home4669","240","41","105",".390","16","51",".314","19","22",".864","11","32","43","22","14","3","7","18","117",""
"totals_home4670","240","48","97",".495","15","38",".395","18","27",".667","16","44","60","30","4","12","16","25","129",""
"totals_home4671","240","47","84",".560","16","34",".471","19","23",".826","12","34","46","28","6","5","15","18","129",""
"totals_home4672","240","41","89",".461","9","31",".290","9","14",".643","15","31","46","24","8","2","12","16","100",""
"totals_home4673","265","52","92",".565","18","35",".514","12","18",".667","5","29","34","34","6","3","14","18","134",""
"totals_home4674","240","44","96",".458","7","34",".206","8","11",".727","8","32","40","28","7","6","4","18","103",""
"totals_home4675","240","42","83",".506","9","22",".409","24","29",".828","2","33","35","28","6","4","11","24","117",""
"totals_home4676","240","42","84",".500","12","30",".400","19","21",".905","6","26","32","22","9","6","17","19","115",""
"totals_home4677","240","43","89",".483","15","34",".441","18","21",".857","10","34","44","28","8","5","17","26","119",""
"totals_home4678","240","48","85",".565","16","32",".500","25","30",".833","6","29","35","27","8","1","3","18","137",""
"totals_home4679","240","42","90",".467","2","17",".118","10","12",".833","7","40","47","27","6","12","11","18","96",""
"totals_home4680","240","38","75",".507","14","27",".519","23","31",".742","7","27","34","26","7","7","16","20","113",""
"totals_home4681","240","39","84",".464","11","27",".407","19","24",".792","5","46","51","28","3","2","12","18","108",""
"totals_home4682","240","38","99",".384","14","49",".286","18","24",".750","8","41","49","26","10","6","17","17","108",""
"totals_home4683","240","43","97",".443","20","60",".333","19","23",".826","7","34","41","25","11","5","4","19","125",""
"totals_home4684","240","46","90",".511","17","34",".500","18","25",".720","12","38","50","30","5","7","13","22","127",""
"totals_home4685","240","50","85",".588","12","28",".429","17","25",".680","12","46","58","28","5","4","14","15","129",""
"totals_home4686","240","46","95",".484","12","28",".429","12","16",".750","14","28","42","31","9","2","6","15","116",""
"totals_home4687","240","46","86",".535","13","23",".565","11","16",".688","6","35","41","23","10","6","12","19","116",""
"totals_home4688","240","51","100",".510","14","34",".412","13","15",".867","14","51","65","29","4","1","13","15","129",""
"totals_home4689","240","43","86",".500","12","32",".375","21","24",".875","7","30","37","27","12","0","10","17","119",""
"totals_home4690","240","45","91",".495","9","35",".257","21","28",".750","6","27","33","18","13","7","16","21","120",""
"totals_home4691","240","38","81",".469","9","26",".346","24","30",".800","5","35","40","21","9","6","12","15","109",""
"totals_home4692","240","34","94",".362","17","43",".395","22","24",".917","12","30","42","19","5","6","9","18","107",""
"totals_home4693","240","36","86",".419","14","39",".359","9","14",".643","7","39","46","20","5","1","14","16","95",""
"totals_home4694","240","45","89",".506","24","54",".444","14","19",".737","8","43","51","35","6","5","11","21","128",""
"totals_home4695","240","43","92",".467","6","20",".300","13","19",".684","10","29","39","27","12","5","13","23","105",""
"totals_home4696","240","46","93",".495","13","29",".448","14","23",".609","11","29","40","25","11","1","15","16","119",""
"totals_home4697","240","44","94",".468","12","37",".324","12","18",".667","9","51","60","19","3","8","14","18","112",""
"totals_home4698","240","49","92",".533","18","37",".486","9","12",".750","9","41","50","28","2","6","12","19","125",""
"totals_home4699","240","45","91",".495","9","31",".290","12","16",".750","6","32","38","33","10","4","15","18","111",""
"totals_home4700","240","48","90",".533","14","25",".560","9","15",".600","10","40","50","34","8","11","20","25","119",""
"totals_home4701","240","45","90",".500","19","38",".500","10","13",".769","8","31","39","28","8","4","13","19","119",""
"totals_home4702","240","37","86",".430","16","37",".432","22","27",".815","11","36","47","23","5","8","13","18","112",""
"totals_home4703","240","39","86",".453","10","34",".294","18","22",".818","11","36","47","26","5","5","20","18","106",""
"totals_home4704","240","39","76",".513","5","23",".217","25","30",".833","9","33","42","21","4","6","11","23","108",""
"totals_home4705","240","43","77",".558","15","31",".484","26","27",".963","10","41","51","29","10","9","23","15","127",""
"totals_home4706","240","40","82",".488","19","44",".432","6","12",".500","6","30","36","29","8","3","14","24","105",""
"totals_home4707","240","45","91",".495","10","30",".333","17","24",".708","13","43","56","21","6","2","15","19","117",""
"totals_home4708","240","37","98",".378","10","40",".250","11","14",".786","10","36","46","28","10","6","9","15","95",""
"totals_home4709","240","38","87",".437","11","36",".306","13","18",".722","12","27","39","15","5","4","10","13","100",""
"totals_home4710","240","34","69",".493","13","29",".448","11","16",".688","3","25","28","21","5","7","16","19","92",""
"totals_home4711","240","44","83",".530","9","26",".346","20","27",".741","2","35","37","25","5","9","14","25","117",""
"totals_home4712","240","45","95",".474","14","35",".400","15","21",".714","13","35","48","22","6","5","7","22","119",""
"totals_home4713","240","52","95",".547","26","44",".591","12","18",".667","9","37","46","39","8","3","12","21","142",""
"totals_home4714","240","46","89",".517","13","32",".406","15","23",".652","8","25","33","31","15","6","18","27","120",""
"totals_home4715","240","38","87",".437","9","32",".281","23","23","1.000","11","30","41","25","7","4","13","18","108",""
"totals_home4716","240","45","86",".523","19","35",".543","13","20",".650","8","31","39","25","6","2","10","16","122",""
"totals_home4717","240","39","86",".453","11","27",".407","22","29",".759","12","32","44","14","3","3","10","21","111",""
"totals_home4718","290","49","108",".454","14","40",".350","28","31",".903","11","39","50","29","9","8","14","24","140",""
"totals_home4719","240","42","84",".500","11","27",".407","23","32",".719","15","29","44","29","12","6","16","18","118",""
"totals_home4720","240","35","100",".350","7","33",".212","22","29",".759","9","41","50","25","7","4","7","22","99",""
"totals_home4721","240","44","95",".463","15","42",".357","10","14",".714","7","29","36","20","10","5","6","19","113",""
"totals_home4722","240","35","95",".368","7","33",".212","15","22",".682","16","29","45","22","9","1","16","17","92",""
"totals_home4723","240","40","85",".471","19","42",".452","16","22",".727","5","38","43","20","9","6","14","22","115",""
"totals_home4724","240","29","82",".354","7","35",".200","11","13",".846","19","33","52","21","4","5","21","18","76",""
"totals_home4725","240","45","92",".489","7","30",".233","8","11",".727","6","34","40","28","7","3","6","21","105",""
"totals_home4726","240","50","95",".526","18","38",".474","17","22",".773","14","31","45","33","9","5","10","14","135",""
"totals_home4727","240","51","89",".573","17","33",".515","18","23",".783","9","32","41","29","15","4","18","26","137",""
"totals_home4728","240","43","96",".448","18","42",".429","19","23",".826","8","47","55","26","7","5","13","18","123",""
"totals_home4729","240","39","83",".470","15","43",".349","26","31",".839","4","22","26","24","8","3","7","18","119",""
"totals_home4730","240","45","80",".563","18","35",".514","19","23",".826","9","28","37","34","7","5","10","16","127",""
"totals_home4731","240","30","77",".390","11","34",".324","30","34",".882","6","34","40","23","8","2","15","21","101",""
"totals_home4732","240","47","91",".516","14","37",".378","17","25",".680","16","43","59","28","8","4","16","22","125",""
"totals_home4733","240","44","95",".463","8","27",".296","14","21",".667","11","39","50","25","3","7","6","11","110",""
"totals_home4734","240","48","89",".539","11","32",".344","19","24",".792","9","35","44","28","11","6","17","16","126",""
"totals_home4735","240","49","92",".533","14","34",".412","26","32",".813","14","36","50","40","7","5","13","20","138",""
"totals_home4736","240","39","85",".459","11","31",".355","17","21",".810","6","29","35","19","8","2","13","24","106",""
"totals_home4737","240","33","77",".429","13","45",".289","37","42",".881","5","40","45","17","9","6","14","21","116",""
"totals_home4738","240","48","94",".511","10","28",".357","21","25",".840","17","38","55","25","8","6","17","22","127",""
"totals_home4739","265","44","96",".458","12","36",".333","16","18",".889","9","37","46","34","13","7","12","16","116",""
"totals_home4740","240","36","88",".409","9","35",".257","20","25",".800","12","43","55","27","7","5","12","16","101",""
"totals_home4741","240","45","86",".523","9","27",".333","19","24",".792","8","36","44","28","10","3","14","21","118",""
"totals_home4742","240","36","88",".409","3","23",".130","21","29",".724","14","38","52","19","10","3","20","27","96",""
"totals_home4743","240","45","95",".474","6","23",".261","15","22",".682","15","42","57","26","8","9","12","18","111",""
"totals_home4744","240","39","101",".386","14","49",".286","16","20",".800","14","34","48","25","10","7","11","19","108",""
"totals_home4745","240","48","85",".565","17","40",".425","17","21",".810","3","44","47","34","1","7","11","18","130",""
"totals_home4746","240","42","91",".462","14","37",".378","14","15",".933","8","32","40","25","14","4","14","21","112",""
"totals_home4747","240","41","85",".482","14","36",".389","20","23",".870","10","43","53","23","6","3","14","16","116",""
"totals_home4748","265","44","88",".500","11","25",".440","17","22",".773","3","39","42","32","9","2","10","26","116",""
"totals_home4749","290","45","103",".437","18","43",".419","33","40",".825","7","44","51","22","9","6","14","28","141",""
"totals_home4750","240","42","86",".488","14","35",".400","20","27",".741","8","38","46","31","3","7","17","20","118",""
"totals_home4751","240","40","83",".482","13","37",".351","13","16",".813","7","39","46","25","3","5","21","23","106",""
"totals_home4752","240","41","85",".482","16","35",".457","31","35",".886","6","35","41","22","8","6","16","27","129",""
"totals_home4753","240","37","87",".425","7","31",".226","12","19",".632","12","26","38","24","12","3","13","23","93",""
"totals_home4754","265","38","86",".442","4","22",".182","32","35",".914","11","37","48","19","10","6","13","22","112",""
"totals_home4755","240","42","83",".506","19","39",".487","26","36",".722","3","24","27","22","9","2","10","21","129",""
"totals_home4756","240","44","89",".494","7","33",".212","10","12",".833","13","27","40","26","11","7","21","16","105",""
"totals_home4757","240","41","104",".394","9","43",".209","15","19",".789","16","32","48","21","11","2","7","22","106",""
"totals_home4758","240","41","106",".387","9","37",".243","17","23",".739","17","30","47","24","12","3","11","26","108",""
"totals_home4759","240","35","81",".432","11","25",".440","17","25",".680","5","35","40","21","7","7","15","26","98",""
"totals_home4760","240","42","80",".525","14","37",".378","20","22",".909","7","41","48","24","7","13","22","20","118",""
"totals_home4761","240","36","89",".404","15","42",".357","30","35",".857","8","35","43","23","8","10","8","27","117",""
"totals_home4762","240","40","87",".460","9","26",".346","24","27",".889","14","30","44","19","12","3","12","19","113",""
"totals_home4763","240","35","82",".427","12","33",".364","22","26",".846","6","41","47","25","4","6","17","18","104",""
"totals_home4764","240","41","86",".477","9","29",".310","26","40",".650","12","37","49","25","9","14","14","24","117",""
"totals_home4765","240","43","94",".457","10","27",".370","19","25",".760","13","33","46","20","7","9","14","22","115",""
"totals_home4766","240","34","87",".391","10","30",".333","25","29",".862","13","34","47","20","7","3","19","22","103",""
"totals_home4767","240","31","88",".352","12","35",".343","12","21",".571","9","36","45","22","5","2","12","16","86",""
"totals_home4768","240","43","98",".439","8","37",".216","17","26",".654","13","40","53","27","9","4","10","21","111",""
"totals_home4769","240","36","83",".434","14","38",".368","18","21",".857","11","27","38","18","11","7","25","29","104",""
"totals_home4770","240","45","79",".570","19","40",".475","15","20",".750","4","25","29","34","16","4","15","20","124",""
"totals_home4771","240","48","91",".527","14","41",".341","9","13",".692","8","49","57","35","2","6","17","16","119",""
"totals_home4772","240","42","90",".467","7","31",".226","19","24",".792","6","40","46","18","1","2","13","14","110",""
"totals_home4773","240","39","86",".453","11","34",".324","25","37",".676","11","35","46","20","9","4","13","22","114",""
"totals_home4774","240","53","90",".589","11","30",".367","11","17",".647","5","33","38","29","9","7","13","24","128",""
"totals_home4775","240","47","92",".511","17","44",".386","16","18",".889","10","47","57","32","9","10","17","21","127",""
"totals_home4776","240","45","81",".556","18","37",".486","18","28",".643","10","27","37","27","15","4","26","28","126",""
"totals_home4777","240","50","87",".575","10","22",".455","21","24",".875","6","48","54","28","7","7","12","17","131",""
"totals_home4778","240","40","92",".435","11","35",".314","10","15",".667","11","37","48","28","9","7","13","16","101",""
"totals_home4779","240","41","84",".488","13","30",".433","12","19",".632","9","32","41","20","6","5","10","18","107",""
"totals_home4780","265","43","97",".443","14","37",".378","25","34",".735","13","40","53","25","8","6","12","20","125",""
"totals_home4781","240","45","88",".511","12","30",".400","27","30",".900","9","39","48","27","9","5","11","22","129",""
"totals_home4782","265","47","98",".480","15","35",".429","25","33",".758","6","35","41","27","8","0","17","27","134",""
"totals_home4783","240","46","96",".479","16","37",".432","5","8",".625","13","36","49","29","6","3","12","19","113",""
"totals_home4784","240","43","86",".500","16","48",".333","21","31",".677","5","33","38","20","11","7","13","22","123",""
"totals_home4785","240","51","101",".505","16","44",".364","21","28",".750","14","40","54","28","7","3","12","28","139",""
"totals_home4786","240","32","68",".471","10","26",".385","37","43",".860","5","25","30","16","8","2","19","23","111",""
"totals_home4787","240","47","94",".500","16","37",".432","14","17",".824","11","39","50","33","7","5","12","20","124",""
"totals_home4788","240","49","86",".570","10","23",".435","11","13",".846","7","49","56","35","8","11","14","17","119",""
"totals_home4789","240","32","91",".352","18","52",".346","15","21",".714","9","34","43","21","4","5","16","26","97",""
"totals_home4790","240","52","97",".536","12","31",".387","6","9",".667","13","26","39","22","6","4","11","25","122",""
"totals_home4791","240","44","76",".579","9","19",".474","18","22",".818","9","32","41","33","12","3","18","20","115",""
"totals_home4792","240","45","102",".441","13","44",".295","15","21",".714","14","37","51","27","10","12","16","20","118",""
"totals_home4793","240","38","85",".447","13","31",".419","17","23",".739","8","33","41","24","8","4","17","15","106",""
"totals_home4794","240","35","79",".443","4","28",".143","20","24",".833","5","29","34","21","7","2","16","25","94",""
"totals_home4795","240","39","83",".470","10","30",".333","19","25",".760","10","27","37","25","7","4","14","19","107",""
"totals_home4796","240","41","78",".526","11","24",".458","15","17",".882","9","39","48","24","5","4","18","16","108",""
"totals_home4797","240","41","96",".427","15","39",".385","13","16",".813","9","30","39","22","9","2","11","26","110",""
"totals_home4798","240","42","94",".447","13","36",".361","23","25",".920","9","33","42","30","5","5","9","22","120",""
"totals_home4799","240","41","78",".526","11","26",".423","33","43",".767","8","35","43","30","9","8","21","21","126",""
"totals_home4800","240","52","93",".559","23","50",".460","13","15",".867","9","35","44","22","8","7","18","25","140",""
"totals_home4801","240","39","92",".424","11","33",".333","14","19",".737","13","42","55","22","8","7","15","21","103",""
"totals_home4802","240","34","87",".391","9","34",".265","15","18",".833","14","34","48","29","8","3","16","17","92",""
"totals_home4803","240","40","89",".449","12","40",".300","11","15",".733","13","28","41","16","5","3","9","16","103",""
"totals_home4804","240","45","91",".495","15","31",".484","10","13",".769","11","33","44","32","5","7","6","17","115",""
"totals_home4805","240","40","90",".444","8","25",".320","18","23",".783","13","35","48","21","8","4","11","12","106",""
"totals_home4806","240","41","84",".488","9","26",".346","21","29",".724","10","27","37","20","6","4","9","20","112",""
"totals_home4807","240","34","80",".425","9","32",".281","9","10",".900","5","32","37","27","7","3","26","27","86",""
"totals_home4808","240","53","98",".541","12","40",".300","18","22",".818","10","44","54","36","6","7","15","20","136",""
"totals_home4809","240","50","97",".515","19","39",".487","22","30",".733","15","37","52","32","8","4","8","15","141",""
"totals_home4810","240","33","95",".347","10","43",".233","20","29",".690","14","31","45","19","11","3","5","25","96",""
"totals_home4811","240","39","91",".429","8","30",".267","15","20",".750","10","42","52","27","7","5","12","16","101",""
"totals_home4812","240","41","79",".519","17","35",".486","27","36",".750","6","34","40","30","6","2","9","21","126",""
"totals_home4813","240","50","100",".500","21","45",".467","12","14",".857","14","52","66","34","6","2","17","21","133",""
"totals_home4814","240","48","88",".545","9","23",".391","11","15",".733","12","37","49","36","12","8","16","17","116",""
"totals_home4815","240","45","75",".600","9","23",".391","12","17",".706","5","33","38","31","9","5","18","14","111",""
"totals_home4816","240","44","89",".494","19","37",".514","22","30",".733","15","39","54","23","7","5","15","22","129",""
"totals_home4817","240","48","89",".539","18","39",".462","18","20",".900","11","35","46","35","6","5","10","19","132",""
"totals_home4818","240","47","85",".553","8","20",".400","23","33",".697","17","33","50","29","6","4","16","19","125",""
"totals_home4819","240","46","84",".548","18","42",".429","19","22",".864","5","31","36","34","7","5","18","18","129",""
"totals_home4820","240","41","91",".451","14","38",".368","20","24",".833","10","35","45","27","4","4","6","21","116",""
"totals_home4821","240","41","85",".482","5","22",".227","17","20",".850","6","30","36","30","9","3","13","13","104",""
"totals_home4822","240","43","95",".453","10","31",".323","9","11",".818","15","36","51","27","10","4","7","14","105",""
"totals_home4823","265","39","100",".390","13","42",".310","19","25",".760","14","40","54","22","11","6","14","18","110",""
"totals_home4824","240","44","84",".524","14","31",".452","12","16",".750","4","27","31","28","11","5","17","20","114",""
"totals_home4825","240","34","83",".410","12","29",".414","19","23",".826","8","32","40","24","3","5","19","25","99",""
"totals_home4826","240","34","96",".354","8","35",".229","9","10",".900","12","35","47","22","7","8","10","18","85",""
"totals_home4827","240","45","76",".592","13","24",".542","33","41",".805","6","31","37","25","6","6","10","17","136",""
"totals_home4828","240","36","99",".364","13","42",".310","6","15",".400","14","43","57","19","9","3","13","17","91",""
"totals_home4829","240","47","83",".566","18","36",".500","21","30",".700","7","34","41","38","6","1","16","22","133",""
"totals_home4830","240","37","91",".407","9","35",".257","23","26",".885","17","34","51","18","8","7","10","20","106",""
"totals_home4831","240","40","95",".421","7","32",".219","27","33",".818","15","37","52","24","7","3","16","11","114",""
"totals_home4832","240","42","89",".472","9","28",".321","17","24",".708","18","34","52","25","7","7","21","24","110",""
"totals_home4833","240","42","91",".462","17","41",".415","12","18",".667","11","25","36","28","10","1","6","18","113",""
"totals_home4834","240","47","97",".485","12","30",".400","19","30",".633","20","45","65","26","6","7","17","19","125",""
"totals_home4835","240","37","96",".385","14","43",".326","19","22",".864","11","28","39","29","3","2","6","11","107",""
"totals_home4836","240","32","99",".323","9","35",".257","15","16",".938","16","27","43","20","6","8","17","21","88",""
"totals_home4837","240","37","86",".430","18","37",".486","13","18",".722","6","40","46","28","4","4","9","19","105",""
"totals_home4838","240","44","94",".468","10","36",".278","11","17",".647","12","30","42","24","7","5","14","21","109",""
"totals_home4839","240","40","77",".519","16","32",".500","15","19",".789","3","30","33","21","6","5","14","19","111",""
"totals_home4840","240","39","82",".476","12","29",".414","13","18",".722","14","32","46","25","4","2","17","16","103",""
"totals_home4841","265","44","103",".427","15","49",".306","17","23",".739","13","29","42","24","10","6","15","30","120",""
"totals_home4842","240","52","100",".520","14","39",".359","16","27",".593","13","31","44","37","13","2","15","18","134",""
"totals_home4843","240","34","81",".420","9","28",".321","17","26",".654","8","35","43","16","7","7","13","22","94",""
"totals_home4844","240","39","87",".448","3","20",".150","19","26",".731","19","34","53","22","6","5","15","26","100",""
"totals_home4845","240","39","85",".459","15","39",".385","21","25",".840","6","29","35","30","6","6","18","22","114",""
"totals_home4846","240","46","86",".535","13","33",".394","15","18",".833","10","33","43","25","9","6","13","18","120",""
"totals_home4847","240","50","89",".562","13","29",".448","20","24",".833","8","34","42","23","13","2","15","24","133",""
"totals_home4848","240","39","89",".438","13","38",".342","15","20",".750","17","33","50","24","6","2","12","19","106",""
"totals_home4849","240","40","86",".465","18","43",".419","9","15",".600","9","27","36","27","8","5","17","21","107",""
"totals_home4850","240","43","94",".457","13","46",".283","20","22",".909","11","45","56","26","8","4","16","14","119",""
"totals_home4851","240","30","90",".333","7","42",".167","12","17",".706","13","29","42","15","6","4","13","17","79",""
"totals_home4852","240","41","85",".482","7","20",".350","15","18",".833","11","31","42","23","3","1","13","18","104",""
"totals_home4853","240","41","79",".519","22","44",".500","12","15",".800","6","30","36","31","8","5","12","17","116",""
"totals_home4854","240","40","81",".494","19","43",".442","16","25",".640","10","33","43","27","5","4","17","15","115",""
"totals_home4855","265","44","95",".463","22","50",".440","17","24",".708","6","43","49","30","6","13","16","17","127",""
"totals_home4856","240","42","81",".519","13","31",".419","28","32",".875","7","40","47","24","7","11","15","24","125",""
"totals_home4857","240","38","77",".494","13","33",".394","23","28",".821","9","25","34","24","7","2","13","23","112",""
"totals_home4858","240","35","97",".361","7","42",".167","28","36",".778","15","36","51","19","6","5","10","25","105",""
"totals_home4859","240","42","79",".532","11","29",".379","13","18",".722","4","33","37","23","7","4","17","21","108",""
"totals_home4860","240","40","98",".408","14","52",".269","19","25",".760","14","38","52","34","4","5","15","23","113",""
"totals_home4861","240","36","76",".474","15","31",".484","31","35",".886","9","29","38","24","9","4","16","19","118",""
"totals_home4862","240","51","96",".531","15","36",".417","22","31",".710","9","43","52","32","1","2","7","22","139",""
"totals_home4863","240","41","91",".451","4","24",".167","17","22",".773","13","35","48","19","4","8","12","20","103",""
"totals_home4864","240","40","97",".412","9","38",".237","13","15",".867","17","28","45","27","12","6","17","25","102",""
"totals_home4865","240","46","98",".469","10","37",".270","16","20",".800","10","26","36","30","6","3","8","21","118",""
"totals_home4866","240","38","91",".418","14","38",".368","20","28",".714","15","38","53","28","7","6","17","25","110",""
"totals_home4867","240","35","94",".372","10","36",".278","14","18",".778","13","32","45","19","6","6","12","13","94",""
"totals_home4868","240","45","95",".474","18","47",".383","13","17",".765","13","35","48","30","11","9","10","11","121",""
"totals_home4869","240","45","91",".495","19","42",".452","18","19",".947","15","32","47","29","9","4","12","22","127",""
"totals_home4870","240","38","91",".418","6","32",".188","31","38",".816","10","42","52","19","11","4","16","27","113",""
"totals_home4871","240","37","70",".529","15","32",".469","19","25",".760","6","24","30","29","7","1","17","15","108",""
"totals_home4872","240","40","86",".465","9","30",".300","16","22",".727","10","28","38","24","4","2","11","23","105",""
"totals_home4873","240","42","76",".553","12","28",".429","8","12",".667","8","31","39","32","8","2","21","17","104",""
"totals_home4874","240","43","87",".494","12","33",".364","20","33",".606","15","43","58","27","9","6","16","18","118",""
"totals_home4875","240","44","80",".550","9","25",".360","21","28",".750","7","28","35","30","4","2","7","19","118",""
"totals_home4876","240","42","89",".472","10","39",".256","17","26",".654","10","31","41","22","9","3","11","16","111",""
"totals_home4877","240","32","64",".500","11","30",".367","35","41",".854","5","45","50","21","4","5","28","24","110",""
"totals_home4878","240","37","94",".394","8","33",".242","25","31",".806","9","33","42","20","15","3","17","23","107",""
"totals_home4879","240","34","86",".395","7","31",".226","28","37",".757","15","34","49","12","5","5","15","26","103",""
"totals_home4880","240","38","92",".413","13","37",".351","15","19",".789","11","35","46","22","9","5","13","25","104",""
"totals_home4881","240","47","85",".553","19","43",".442","27","31",".871","8","39","47","30","6","4","14","23","140",""
"totals_home4882","240","26","78",".333","19","47",".404","18","21",".857","4","25","29","19","11","2","13","26","89",""
"totals_home4883","240","39","91",".429","14","43",".326","17","25",".680","9","33","42","19","7","5","10","17","109",""
"totals_home4884","240","39","88",".443","9","32",".281","19","25",".760","11","27","38","21","10","7","18","23","106",""
"totals_home4885","240","36","82",".439","6","19",".316","18","25",".720","13","38","51","15","10","5","9","16","96",""
"totals_home4886","265","43","94",".457","13","34",".382","33","45",".733","14","46","60","26","4","4","18","24","132",""
