"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_away1017","240","35","94",".372","7","27",".259","15","21",".714","16","33","49","15","7","4","19","21","92",""
"totals_away1018","240","30","87",".345","5","23",".217","9","17",".529","5","29","34","21","6","4","12","20","74",""
"totals_away1019","240","44","88",".500","7","27",".259","12","18",".667","15","38","53","28","5","5","18","19","107",""
"totals_away1020","240","34","85",".400","7","29",".241","23","29",".793","8","43","51","20","7","6","12","23","98",""
"totals_away1021","240","30","78",".385","9","27",".333","18","20",".900","8","45","53","19","5","2","12","21","87",""
"totals_away1022","240","41","82",".500","2","12",".167","21","22",".955","9","19","28","14","6","6","11","21","105",""
"totals_away1023","240","37","91",".407","13","40",".325","25","32",".781","10","36","46","18","6","3","12","19","112",""
"totals_away1024","240","42","96",".438","7","23",".304","18","21",".857","8","35","43","21","10","4","12","27","109",""
"totals_away1025","240","40","82",".488","4","24",".167","23","30",".767","10","33","43","22","7","9","14","25","107",""
"totals_away1026","240","35","85",".412","5","21",".238","19","23",".826","9","26","35","16","9","2","12","22","94",""
"totals_away1027","240","44","87",".506","8","18",".444","17","19",".895","13","41","54","23","9","9","20","22","113",""
"totals_away1028","240","29","79",".367","11","33",".333","24","31",".774","8","36","44","21","6","7","12","21","93",""
"totals_away1029","240","32","83",".386","5","27",".185","9","13",".692","4","36","40","15","5","0","12","24","78",""
"totals_away1030","240","31","81",".383","7","25",".280","17","25",".680","17","32","49","15","6","8","14","12","86",""
"totals_away1031","240","33","75",".440","9","28",".321","21","22",".955","9","33","42","18","2","5","15","25","96",""
"totals_away1032","240","38","83",".458","5","24",".208","28","35",".800","10","38","48","20","5","5","14","24","109",""
"totals_away1033","240","36","89",".404","9","27",".333","11","14",".786","12","23","35","19","8","7","11","17","92",""
"totals_away1034","240","41","76",".539","10","25",".400","19","25",".760","2","31","33","20","8","3","10","24","111",""
"totals_away1035","240","34","84",".405","6","29",".207","25","29",".862","8","33","41","27","8","5","17","15","99",""
"totals_away1036","240","35","99",".354","6","22",".273","19","30",".633","11","36","47","16","10","4","4","21","95",""
"totals_away1037","240","42","83",".506","13","26",".500","18","24",".750","13","30","43","13","4","6","11","20","115",""
"totals_away1038","240","44","86",".512","9","25",".360","12","17",".706","8","27","35","30","11","6","15","14","109",""
"totals_away1039","240","33","80",".413","6","23",".261","19","26",".731","9","24","33","22","7","2","13","23","91",""
"totals_away1040","240","41","83",".494","7","10",".700","13","17",".765","9","31","40","29","4","4","11","20","102",""
"totals_away1041","240","45","85",".529","13","36",".361","22","27",".815","10","34","44","19","4","2","10","16","125",""
"totals_away1042","240","37","84",".440","12","37",".324","4","10",".400","12","33","45","26","3","5","15","17","90",""
"totals_away1043","240","40","88",".455","6","25",".240","14","20",".700","13","36","49","20","5","11","10","17","100",""
"totals_away1044","265","39","102",".382","9","34",".265","22","24",".917","13","40","53","26","15","7","16","34","109",""
"totals_away1045","240","37","86",".430","8","35",".229","20","26",".769","8","31","39","24","6","4","18","28","102",""
"totals_away1046","240","44","86",".512","12","29",".414","24","26",".923","8","40","48","26","7","3","19","18","124",""
"totals_away1047","240","40","83",".482","15","33",".455","16","21",".762","9","37","46","28","8","8","16","22","111",""
"totals_away1048","240","40","89",".449","6","24",".250","19","24",".792","14","34","48","24","6","1","12","19","105",""
"totals_away1049","265","42","90",".467","14","37",".378","22","27",".815","9","30","39","25","9","10","14","24","120",""
"totals_away1050","240","40","92",".435","5","23",".217","11","16",".688","10","41","51","17","8","8","6","17","96",""
"totals_away1051","240","36","82",".439","4","16",".250","21","29",".724","10","31","41","14","5","5","24","23","97",""
"totals_away1052","240","32","79",".405","9","35",".257","9","13",".692","4","37","41","17","7","3","15","20","82",""
"totals_away1053","240","43","78",".551","13","30",".433","13","16",".813","4","42","46","34","10","2","16","20","112",""
"totals_away1054","240","37","77",".481","8","24",".333","18","22",".818","9","24","33","22","12","5","15","19","100",""
"totals_away1055","240","38","90",".422","7","16",".438","10","12",".833","13","36","49","16","8","8","13","22","93",""
"totals_away1056","240","45","84",".536","15","33",".455","28","32",".875","13","35","48","23","4","4","15","21","133",""
"totals_away1057","240","42","90",".467","9","27",".333","16","18",".889","12","31","43","24","9","3","10","12","109",""
"totals_away1058","240","38","87",".437","11","28",".393","13","19",".684","18","27","45","20","13","6","13","19","100",""
"totals_away1059","240","39","88",".443","7","20",".350","10","17",".588","16","28","44","18","6","1","15","17","95",""
"totals_away1060","240","37","87",".425","8","25",".320","15","17",".882","6","19","25","19","8","4","9","23","97",""
"totals_away1061","240","34","86",".395","8","25",".320","24","29",".828","11","33","44","20","11","5","16","19","100",""
"totals_away1062","240","43","85",".506","15","37",".405","12","14",".857","7","31","38","22","4","4","10","12","113",""
"totals_away1063","240","43","81",".531","16","35",".457","14","19",".737","7","31","38","28","9","4","10","11","116",""
"totals_away1064","240","38","80",".475","9","21",".429","16","18",".889","9","27","36","19","5","1","11","26","101",""
"totals_away1065","240","34","93",".366","7","25",".280","23","34",".676","15","35","50","16","14","3","19","30","98",""
"totals_away1066","240","35","79",".443","6","23",".261","25","32",".781","11","40","51","10","9","3","17","21","101",""
"totals_away1067","240","36","80",".450","9","27",".333","14","21",".667","9","36","45","18","6","2","17","16","95",""
"totals_away1068","240","34","78",".436","10","29",".345","12","15",".800","10","32","42","18","4","4","13","18","90",""
"totals_away1069","240","36","88",".409","5","22",".227","18","20",".900","9","31","40","23","5","9","11","20","95",""
"totals_away1070","240","41","74",".554","9","25",".360","21","24",".875","3","35","38","26","6","5","12","22","112",""
"totals_away1071","240","39","82",".476","7","27",".259","40","43",".930","11","34","45","23","8","4","13","15","125",""
"totals_away1072","240","34","96",".354","2","22",".091","17","20",".850","12","38","50","21","3","3","8","17","87",""
"totals_away1073","240","43","82",".524","3","15",".200","19","26",".731","6","32","38","24","5","4","14","22","108",""
"totals_away1074","240","39","86",".453","6","19",".316","36","49",".735","10","39","49","23","9","3","13","30","120",""
"totals_away1075","240","46","83",".554","8","25",".320","17","23",".739","11","35","46","23","10","4","18","22","117",""
"totals_away1076","240","41","91",".451","14","38",".368","11","14",".786","6","30","36","28","9","7","10","15","107",""
"totals_away1077","240","34","83",".410","8","22",".364","21","24",".875","13","36","49","20","5","3","17","19","97",""
"totals_away1078","240","40","83",".482","10","21",".476","10","13",".769","6","31","37","27","7","4","19","16","100",""
"totals_away1079","265","46","95",".484","7","21",".333","20","22",".909","12","25","37","32","13","10","13","20","119",""
"totals_away1080","240","37","86",".430","8","26",".308","13","18",".722","12","31","43","22","5","3","14","22","95",""
"totals_away1081","240","49","82",".598","8","18",".444","21","26",".808","11","29","40","24","10","4","11","23","127",""
"totals_away1082","240","39","81",".481","9","21",".429","7","9",".778","12","32","44","22","9","3","14","21","94",""
"totals_away1083","240","41","87",".471","3","10",".300","13","15",".867","12","33","45","24","6","5","16","16","98",""
"totals_away1084","240","37","76",".487","2","10",".200","24","32",".750","6","21","27","15","10","3","7","14","100",""
"totals_away1085","240","38","86",".442","6","22",".273","25","30",".833","12","38","50","21","13","7","17","25","107",""
"totals_away1086","240","41","81",".506","6","16",".375","18","22",".818","8","31","39","25","6","3","12","17","106",""
"totals_away1087","240","47","94",".500","11","30",".367","20","28",".714","15","26","41","27","15","3","16","21","125",""
"totals_away1088","240","38","84",".452","13","28",".464","9","13",".692","6","40","46","23","5","4","12","25","98",""
"totals_away1089","240","46","85",".541","10","21",".476","7","10",".700","10","39","49","33","4","2","14","16","109",""
"totals_away1090","240","41","91",".451","7","29",".241","19","24",".792","16","24","40","19","9","5","15","22","108",""
"totals_away1091","240","35","88",".398","14","41",".341","10","14",".714","8","40","48","19","7","5","14","23","94",""
"totals_away1092","240","48","97",".495","9","27",".333","10","12",".833","10","50","60","29","6","4","9","18","115",""
"totals_away1093","240","38","85",".447","8","29",".276","10","15",".667","13","24","37","21","11","0","13","13","94",""
"totals_away1094","240","36","89",".404","12","28",".429","13","18",".722","12","49","61","24","8","4","13","16","97",""
"totals_away1095","240","36","84",".429","9","23",".391","14","21",".667","12","30","42","18","4","3","18","16","95",""
"totals_away1096","240","43","88",".489","4","20",".200","22","28",".786","8","25","33","19","11","3","11","23","112",""
"totals_away1097","240","31","83",".373","4","26",".154","8","13",".615","9","31","40","20","8","2","16","20","74",""
"totals_away1098","240","37","85",".435","6","23",".261","12","14",".857","11","37","48","17","10","7","17","21","92",""
"totals_away1099","240","31","90",".344","5","26",".192","23","29",".793","19","26","45","15","4","2","7","18","90",""
"totals_away1100","240","37","80",".463","10","25",".400","16","24",".667","5","32","37","17","7","7","9","17","100",""
"totals_away1101","240","46","74",".622","14","30",".467","12","17",".706","3","39","42","31","1","3","14","26","118",""
"totals_away1102","240","37","78",".474","9","20",".450","32","37",".865","11","24","35","22","10","9","14","22","115",""
"totals_away1103","240","35","96",".365","7","31",".226","14","24",".583","14","34","48","25","12","6","15","31","91",""
"totals_away1104","240","39","91",".429","10","33",".303","18","21",".857","12","41","53","21","7","9","16","23","106",""
"totals_away1105","240","36","79",".456","5","21",".238","20","28",".714","11","33","44","18","5","4","12","18","97",""
"totals_away1106","240","45","88",".511","11","41",".268","12","16",".750","8","36","44","33","9","7","16","29","113",""
"totals_away1107","240","44","94",".468","9","30",".300","16","20",".800","12","35","47","23","3","6","12","24","113",""
"totals_away1108","240","48","94",".511","6","23",".261","17","25",".680","13","28","41","24","12","3","12","20","119",""
"totals_away1109","265","43","102",".422","10","33",".303","18","28",".643","11","46","57","18","11","7","11","20","114",""
"totals_away1110","240","34","80",".425","9","18",".500","22","26",".846","15","32","47","19","7","3","17","15","99",""
"totals_away1111","240","41","78",".526","8","22",".364","13","17",".765","7","28","35","27","9","8","14","21","103",""
"totals_away1112","240","40","84",".476","12","25",".480","13","17",".765","8","32","40","18","11","7","10","23","105",""
"totals_away1113","240","39","86",".453","16","32",".500","16","21",".762","11","27","38","23","6","2","8","18","110",""
"totals_away1114","240","37","85",".435","10","25",".400","13","15",".867","12","31","43","19","5","7","12","18","97",""
"totals_away1115","240","44","91",".484","14","27",".519","16","17",".941","8","30","38","25","3","4","5","21","118",""
"totals_away1116","240","43","85",".506","13","26",".500","11","11","1.000","10","25","35","31","7","7","15","22","110",""
"totals_away1117","240","46","93",".495","13","34",".382","19","29",".655","14","29","43","22","7","0","10","31","124",""
"totals_away1118","240","42","79",".532","13","31",".419","15","19",".789","7","36","43","22","10","3","11","18","112",""
"totals_away1119","240","35","92",".380","10","31",".323","9","12",".750","8","38","46","17","4","4","12","16","89",""
"totals_away1120","240","37","83",".446","10","27",".370","9","16",".563","9","35","44","23","6","5","15","22","93",""
"totals_away1121","240","40","84",".476","9","27",".333","15","16",".938","14","28","42","20","4","5","16","22","104",""
"totals_away1122","240","44","80",".550","12","22",".545","24","34",".706","7","32","39","20","4","4","14","21","124",""
"totals_away1123","240","40","91",".440","8","34",".235","19","23",".826","13","29","42","18","9","3","18","20","107",""
"totals_away1124","240","45","90",".500","16","33",".485","8","11",".727","10","39","49","32","4","1","13","19","114",""
"totals_away1125","240","36","87",".414","11","26",".423","17","21",".810","12","30","42","19","7","4","13","21","100",""
"totals_away1126","240","40","98",".408","12","30",".400","24","25",".960","11","37","48","28","9","4","9","21","116",""
"totals_away1127","240","40","82",".488","11","33",".333","14","19",".737","7","35","42","26","7","2","17","21","105",""
"totals_away1128","240","29","76",".382","12","34",".353","20","25",".800","6","32","38","15","7","4","8","21","90",""
"totals_away1129","240","38","80",".475","6","16",".375","16","17",".941","8","31","39","25","9","5","14","18","98",""
"totals_away1130","265","44","97",".454","7","30",".233","10","16",".625","13","41","54","25","8","4","12","27","105",""
"totals_away1131","240","35","90",".389","6","20",".300","13","17",".765","14","38","52","18","7","6","20","17","89",""
"totals_away1132","240","37","85",".435","9","27",".333","17","27",".630","13","28","41","23","8","11","13","23","100",""
"totals_away1133","240","35","87",".402","5","17",".294","13","16",".813","14","31","45","12","8","1","14","23","88",""
"totals_away1134","240","34","91",".374","12","37",".324","18","23",".783","18","30","48","20","6","3","13","12","98",""
"totals_away1135","240","39","90",".433","6","23",".261","20","30",".667","15","26","41","26","12","2","11","27","104",""
"totals_away1136","240","40","90",".444","11","28",".393","13","17",".765","11","34","45","25","4","1","13","16","104",""
"totals_away1137","240","45","91",".495","10","25",".400","11","15",".733","11","31","42","26","9","2","14","15","111",""
"totals_away1138","240","44","78",".564","11","19",".579","24","33",".727","7","33","40","27","5","4","17","27","123",""
"totals_away1139","240","44","84",".524","3","10",".300","26","32",".813","13","30","43","17","8","6","17","26","117",""
"totals_away1140","240","40","72",".556","12","37",".324","18","26",".692","5","36","41","22","8","3","17","25","110",""
"totals_away1141","240","37","77",".481","11","30",".367","28","32",".875","3","34","37","20","18","5","16","13","113",""
"totals_away1142","240","40","80",".500","13","30",".433","10","14",".714","5","28","33","29","8","5","14","19","103",""
"totals_away1143","240","38","73",".521","14","36",".389","19","20",".950","4","26","30","25","7","1","13","18","109",""
"totals_away1144","240","43","89",".483","9","24",".375","8","13",".615","12","24","36","24","6","8","10","18","103",""
"totals_away1145","240","30","80",".375","7","24",".292","15","23",".652","8","36","44","19","9","4","19","19","82",""
"totals_away1146","290","48","105",".457","16","41",".390","18","20",".900","12","34","46","32","6","3","9","24","130",""
"totals_away1147","240","44","87",".506","5","20",".250","23","27",".852","6","34","40","25","9","6","8","14","116",""
"totals_away1148","240","45","92",".489","13","26",".500","14","18",".778","9","40","49","26","7","6","11","23","117",""
"totals_away1149","240","36","80",".450","11","36",".306","22","25",".880","13","24","37","25","8","5","19","20","105",""
"totals_away1150","240","43","92",".467","10","27",".370","19","25",".760","9","29","38","28","9","3","14","20","115",""
"totals_away1151","240","47","100",".470","14","38",".368","15","23",".652","13","33","46","23","8","4","15","23","123",""
"totals_away1152","240","38","86",".442","11","32",".344","22","25",".880","11","24","35","24","7","9","5","18","109",""
"totals_away1153","240","33","86",".384","11","33",".333","25","26",".962","11","32","43","23","8","3","14","21","102",""
"totals_away1154","240","34","76",".447","5","23",".217","17","19",".895","6","34","40","11","7","5","13","19","90",""
"totals_away1155","240","48","75",".640","16","31",".516","29","33",".879","1","35","36","36","9","5","17","18","141",""
"totals_away1156","240","40","79",".506","12","34",".353","19","22",".864","9","28","37","21","5","3","16","17","111",""
"totals_away1157","240","53","99",".535","13","30",".433","15","21",".714","15","35","50","31","3","2","10","20","134",""
"totals_away1158","240","32","85",".376","6","27",".222","21","23",".913","11","26","37","22","7","5","14","15","91",""
"totals_away1159","240","29","81",".358","3","18",".167","18","26",".692","10","28","38","16","9","5","11","19","79",""
"totals_away1160","265","35","89",".393","8","25",".320","11","18",".611","12","38","50","26","9","2","15","20","89",""
"totals_away1161","240","33","83",".398","6","26",".231","15","17",".882","7","22","29","10","8","5","7","20","87",""
"totals_away1162","240","41","96",".427","4","19",".211","21","26",".808","19","31","50","22","9","3","13","19","107",""
"totals_away1163","240","32","80",".400","12","43",".279","11","14",".786","8","31","39","21","9","9","16","13","87",""
"totals_away1164","240","40","84",".476","21","40",".525","11","12",".917","7","33","40","23","5","7","6","16","112",""
"totals_away1165","240","41","87",".471","10","30",".333","13","15",".867","7","29","36","29","7","2","11","14","105",""
"totals_away1166","240","43","92",".467","11","36",".306","17","18",".944","13","38","51","19","7","5","10","26","114",""
"totals_away1167","240","41","104",".394","7","38",".184","15","18",".833","12","39","51","26","10","5","12","24","104",""
"totals_away1168","240","37","85",".435","14","31",".452","15","24",".625","12","32","44","19","8","3","12","20","103",""
"totals_away1169","240","42","86",".488","7","14",".500","11","14",".786","8","39","47","23","8","5","16","13","102",""
"totals_away1170","240","45","89",".506","13","30",".433","17","24",".708","7","32","39","25","13","9","15","19","120",""
"totals_away1171","240","38","86",".442","11","31",".355","14","18",".778","11","33","44","24","5","3","16","26","101",""
"totals_away1172","240","33","71",".465","11","24",".458","12","14",".857","6","26","32","21","8","4","21","22","89",""
"totals_away1173","240","40","87",".460","11","30",".367","16","22",".727","7","32","39","21","7","6","14","19","107",""
"totals_away1174","240","39","91",".429","8","25",".320","16","17",".941","10","47","57","27","7","6","16","19","102",""
"totals_away1175","240","36","74",".486","14","34",".412","20","28",".714","9","30","39","17","5","8","13","22","106",""
"totals_away1176","240","37","90",".411","15","43",".349","27","34",".794","10","28","38","28","9","4","12","29","116",""
"totals_away1177","240","38","87",".437","4","18",".222","18","20",".900","9","38","47","16","7","4","13","20","98",""
"totals_away1178","240","45","89",".506","16","37",".432","8","8","1.000","6","36","42","39","7","3","11","17","114",""
"totals_away1179","240","33","83",".398","8","23",".348","20","29",".690","14","30","44","16","10","5","19","21","94",""
"totals_away1180","240","46","108",".426","9","26",".346","13","16",".813","18","37","55","27","5","1","6","17","114",""
"totals_away1181","240","38","88",".432","6","28",".214","6","13",".462","15","26","41","20","8","4","6","16","88",""
"totals_away1182","240","40","96",".417","9","28",".321","13","22",".591","16","42","58","26","6","5","6","11","102",""
"totals_away1183","240","47","99",".475","3","23",".130","9","13",".692","10","23","33","19","11","3","11","19","106",""
"totals_away1184","240","39","79",".494","7","16",".438","28","28","1.000","9","25","34","22","11","1","12","25","113",""
"totals_away1185","240","34","92",".370","7","30",".233","24","33",".727","22","26","48","13","1","3","9","26","99",""
"totals_away1186","240","38","75",".507","8","20",".400","10","13",".769","10","30","40","27","5","6","23","19","94",""
"totals_away1187","240","40","90",".444","11","24",".458","15","17",".882","11","41","52","14","6","6","17","20","106",""
"totals_away1188","240","45","87",".517","17","39",".436","14","17",".824","5","38","43","35","2","5","9","19","121",""
"totals_away1189","240","51","86",".593","11","22",".500","14","19",".737","6","39","45","35","6","4","15","15","127",""
"totals_away1190","240","35","79",".443","6","27",".222","14","20",".700","6","37","43","18","10","4","15","21","90",""
"totals_away1191","240","37","80",".463","7","18",".389","25","36",".694","8","28","36","23","13","7","13","19","106",""
"totals_away1192","240","42","84",".500","6","22",".273","8","14",".571","8","37","45","21","8","7","6","15","98",""
"totals_away1193","240","31","78",".397","6","19",".316","18","24",".750","9","38","47","19","2","9","10","18","86",""
"totals_away1194","240","42","86",".488","5","21",".238","12","19",".632","6","28","34","24","3","1","8","15","101",""
"totals_away1195","240","40","77",".519","10","31",".323","20","23",".870","5","36","41","20","8","1","10","14","110",""
"totals_away1196","265","45","98",".459","19","46",".413","16","20",".800","13","40","53","28","4","3","14","27","125",""
"totals_away1197","240","40","96",".417","6","25",".240","20","22",".909","18","36","54","19","7","3","12","19","106",""
"totals_away1198","240","39","82",".476","14","28",".500","11","16",".688","15","31","46","21","8","2","18","12","103",""
"totals_away1199","240","41","97",".423","16","45",".356","13","19",".684","17","27","44","23","5","2","10","23","111",""
"totals_away1200","240","45","80",".563","18","43",".419","27","31",".871","5","36","41","26","3","2","16","22","135",""
"totals_away1201","240","40","80",".500","3","15",".200","26","31",".839","8","33","41","27","8","6","14","16","109",""
"totals_away1202","240","49","85",".576","5","16",".313","17","21",".810","14","30","44","30","9","5","14","23","120",""
"totals_away1203","240","31","86",".360","8","31",".258","35","39",".897","9","40","49","18","8","6","12","19","105",""
"totals_away1204","265","44","89",".494","14","35",".400","19","22",".864","7","40","47","19","7","4","21","25","121",""
"totals_away1205","240","29","84",".345","5","27",".185","12","16",".750","9","28","37","18","5","5","16","18","75",""
"totals_away1206","240","42","83",".506","7","19",".368","14","16",".875","9","39","48","27","8","5","17","13","105",""
"totals_away1207","240","33","81",".407","5","18",".278","8","13",".615","7","32","39","21","11","5","9","10","79",""
"totals_away1208","240","38","83",".458","8","21",".381","14","20",".700","13","34","47","17","4","9","15","15","98",""
"totals_away1209","240","41","92",".446","13","35",".371","10","15",".667","14","35","49","29","8","3","11","17","105",""
"totals_away1210","240","33","84",".393","9","40",".225","21","27",".778","9","32","41","23","5","3","15","23","96",""
"totals_away1211","240","29","88",".330","3","23",".130","15","19",".789","15","25","40","16","11","1","13","17","76",""
"totals_away1212","240","37","86",".430","7","22",".318","19","25",".760","18","36","54","22","7","4","17","21","100",""
"totals_away1213","240","41","84",".488","18","42",".429","9","14",".643","10","43","53","31","7","1","16","14","109",""
"totals_away1214","240","37","79",".468","7","22",".318","15","20",".750","5","34","39","29","5","5","16","16","96",""
"totals_away1215","240","41","109",".376","8","30",".267","14","24",".583","18","30","48","19","8","3","9","23","104",""
"totals_away1216","240","37","84",".440","6","23",".261","14","17",".824","9","34","43","26","6","9","17","20","94",""
"totals_away1217","240","28","86",".326","3","33",".091","14","18",".778","10","38","48","17","8","3","18","16","73",""
"totals_away1218","240","40","86",".465","8","26",".308","10","16",".625","12","36","48","20","8","2","8","20","98",""
"totals_away1219","240","48","91",".527","11","23",".478","11","15",".733","10","39","49","37","7","3","15","15","118",""
"totals_away1220","240","30","72",".417","11","29",".379","15","19",".789","8","29","37","19","5","4","18","15","86",""
"totals_away1221","240","33","75",".440","9","34",".265","25","31",".806","8","29","37","21","9","5","12","19","100",""
"totals_away1222","240","42","87",".483","7","26",".269","11","14",".786","8","26","34","18","9","0","10","13","102",""
"totals_away1223","240","46","93",".495","7","23",".304","14","20",".700","16","22","38","21","10","4","12","25","113",""
"totals_away1224","240","39","85",".459","7","25",".280","26","32",".813","5","38","43","22","6","8","15","17","111",""
"totals_away1225","240","41","106",".387","11","36",".306","16","28",".571","17","36","53","20","6","3","8","15","109",""
"totals_away1226","240","39","86",".453","8","21",".381","11","13",".846","15","27","42","16","12","2","15","17","97",""
"totals_away1227","240","41","93",".441","4","17",".235","8","14",".571","11","29","40","23","13","2","18","22","94",""
"totals_away1228","240","40","81",".494","5","11",".455","10","14",".714","7","30","37","27","2","1","10","18","95",""
"totals_away1229","240","40","90",".444","8","24",".333","15","21",".714","11","31","42","20","13","3","11","17","103",""
"totals_away1230","240","40","81",".494","11","24",".458","17","20",".850","12","29","41","21","6","1","13","25","108",""
"totals_away1231","240","38","85",".447","9","23",".391","12","15",".800","9","34","43","22","5","5","5","23","97",""
"totals_away1232","240","31","79",".392","7","20",".350","13","17",".765","8","27","35","17","7","6","8","20","82",""
"totals_away1233","240","38","79",".481","8","19",".421","13","19",".684","6","28","34","21","7","4","12","19","97",""
"totals_away1234","240","34","78",".436","7","25",".280","32","39",".821","13","35","48","18","5","3","19","22","107",""
"totals_away1235","240","40","93",".430","11","30",".367","18","22",".818","11","27","38","15","8","3","14","25","109",""
"totals_away1236","240","39","91",".429","8","26",".308","20","23",".870","20","33","53","22","10","7","16","18","106",""
"totals_away1237","240","30","81",".370","9","29",".310","18","23",".783","7","34","41","19","8","5","15","19","87",""
"totals_away1238","240","43","84",".512","8","20",".400","17","23",".739","9","24","33","23","14","3","13","21","111",""
"totals_away1239","240","31","82",".378","7","27",".259","13","15",".867","9","26","35","19","8","1","8","22","82",""
"totals_away1240","240","36","87",".414","11","23",".478","17","19",".895","12","28","40","20","6","4","11","16","100",""
"totals_away1241","240","45","89",".506","10","25",".400","11","14",".786","12","32","44","28","12","6","10","17","111",""
"totals_away1242","240","32","70",".457","10","25",".400","17","22",".773","3","30","33","15","7","2","13","16","91",""
"totals_away1243","240","32","79",".405","4","20",".200","33","38",".868","10","31","41","17","6","6","18","26","101",""
"totals_away1244","240","40","97",".412","7","30",".233","24","28",".857","17","31","48","20","9","11","7","24","111",""
"totals_away1245","240","30","90",".333","7","34",".206","14","19",".737","11","36","47","17","9","7","18","19","81",""
"totals_away1246","240","39","87",".448","21","44",".477","20","30",".667","8","32","40","23","6","7","8","23","119",""
"totals_away1247","240","24","71",".338","6","22",".273","23","30",".767","9","31","40","11","6","4","15","21","77",""
"totals_away1248","240","34","72",".472","10","24",".417","16","28",".571","12","30","42","16","1","3","12","21","94",""
"totals_away1249","240","41","86",".477","17","37",".459","5","7",".714","7","30","37","34","11","2","12","12","104",""
"totals_away1250","240","38","83",".458","10","35",".286","27","33",".818","11","31","42","10","4","6","13","24","113",""
"totals_away1251","240","41","75",".547","7","19",".368","22","33",".667","9","32","41","16","8","3","8","20","111",""
"totals_away1252","240","33","80",".413","5","22",".227","16","17",".941","4","37","41","16","11","6","12","19","87",""
"totals_away1253","240","37","89",".416","7","29",".241","17","20",".850","6","36","42","16","6","4","15","28","98",""
"totals_away1254","265","41","97",".423","9","30",".300","17","17","1.000","8","29","37","16","11","3","9","24","108",""
"totals_away1255","240","40","91",".440","12","36",".333","27","35",".771","6","36","42","25","11","11","7","19","119",""
"totals_away1256","240","37","90",".411","9","31",".290","23","27",".852","15","33","48","11","9","8","13","15","106",""
"totals_away1257","240","37","85",".435","11","35",".314","28","33",".848","13","32","45","19","13","2","19","26","113",""
"totals_away1258","240","38","82",".463","10","37",".270","18","22",".818","11","31","42","22","7","4","13","24","104",""
"totals_away1259","240","33","75",".440","11","32",".344","21","29",".724","6","25","31","17","8","0","9","18","98",""
"totals_away1260","240","34","67",".507","10","22",".455","15","26",".577","1","21","22","22","13","4","15","23","93",""
"totals_away1261","240","36","85",".424","11","32",".344","18","23",".783","9","37","46","19","7","5","14","25","101",""
"totals_away1262","240","46","86",".535","17","29",".586","19","27",".704","6","39","45","27","7","9","10","15","128",""
"totals_away1263","240","35","91",".385","10","38",".263","19","29",".655","18","31","49","16","7","7","13","27","99",""
"totals_away1264","240","37","72",".514","9","22",".409","20","22",".909","8","23","31","22","7","1","9","20","103",""
"totals_away1265","240","35","81",".432","13","36",".361","13","16",".813","7","36","43","25","10","4","12","24","96",""
"totals_away1266","240","38","93",".409","9","31",".290","14","21",".667","11","32","43","23","3","2","11","21","99",""
"totals_away1267","240","37","74",".500","9","26",".346","14","17",".824","5","37","42","24","4","5","16","21","97",""
"totals_away1268","240","32","70",".457","9","22",".409","19","23",".826","11","32","43","14","9","4","14","20","92",""
"totals_away1269","240","37","77",".481","7","20",".350","22","25",".880","16","30","46","13","4","0","12","20","103",""
"totals_away1270","240","42","78",".538","10","24",".417","21","25",".840","8","25","33","21","16","7","16","22","115",""
"totals_away1271","240","39","80",".488","16","39",".410","11","18",".611","7","36","43","28","7","5","9","14","105",""
"totals_away1272","240","37","75",".493","9","21",".429","15","26",".577","10","32","42","17","5","2","16","24","98",""
"totals_away1273","240","44","87",".506","10","23",".435","13","22",".591","12","26","38","27","6","7","12","14","111",""
"totals_away1274","240","40","79",".506","6","13",".462","18","23",".783","10","36","46","22","8","2","8","24","104",""
"totals_away1275","240","39","89",".438","10","26",".385","17","20",".850","8","35","43","22","5","5","12","22","105",""
"totals_away1276","240","40","87",".460","22","50",".440","24","27",".889","7","42","49","30","13","5","14","25","126",""
"totals_away1277","265","46","99",".465","10","34",".294","17","22",".773","13","31","44","28","7","10","17","29","119",""
"totals_away1278","240","38","82",".463","9","29",".310","9","12",".750","8","36","44","25","7","4","13","18","94",""
"totals_away1279","240","42","90",".467","5","17",".294","14","19",".737","8","29","37","21","8","4","13","21","103",""
"totals_away1280","240","37","83",".446","11","34",".324","11","15",".733","9","23","32","22","7","3","11","18","96",""
"totals_away1281","240","27","77",".351","10","32",".313","25","33",".758","8","30","38","20","4","2","16","26","89",""
"totals_away1282","240","38","84",".452","12","32",".375","16","20",".800","5","34","39","19","9","2","14","23","104",""
"totals_away1283","240","39","76",".513","13","23",".565","24","28",".857","8","41","49","15","2","7","16","20","115",""
"totals_away1284","240","39","86",".453","9","25",".360","16","20",".800","12","37","49","23","7","8","20","17","103",""
"totals_away1285","240","37","84",".440","9","30",".300","19","23",".826","8","43","51","17","3","4","7","20","102",""
"totals_away1286","240","39","82",".476","16","41",".390","15","16",".938","5","32","37","24","8","5","10","11","109",""
"totals_away1287","240","35","79",".443","14","31",".452","18","24",".750","9","22","31","28","13","6","18","25","102",""
"totals_away1288","240","44","89",".494","7","23",".304","9","18",".500","11","32","43","23","8","6","14","13","104",""
