"","mp","fg","fga","fg_pct","fg3","fg3a","fg3_pct","ft","fta","ft_pct","orb","drb","trb","ast","stl","blk","tov","pf","pts","plus_minus"
"totals_away3677","240","46","89",".517","4","16",".250","20","24",".833","11","38","49","21","9","4","13","22","116",""
"totals_away3678","240","35","83",".422","10","24",".417","18","22",".818","12","27","39","25","12","3","13","21","98",""
"totals_away3679","240","43","86",".500","11","32",".344","21","28",".750","6","38","44","29","5","4","7","27","118",""
"totals_away3680","240","40","78",".513","19","47",".404","22","30",".733","6","31","37","28","13","2","14","17","121",""
"totals_away3681","240","33","86",".384","16","43",".372","19","23",".826","8","34","42","20","9","5","19","18","101",""
"totals_away3682","240","44","91",".484","19","42",".452","10","14",".714","8","38","46","39","6","7","13","25","117",""
"totals_away3683","240","47","94",".500","12","35",".343","17","23",".739","11","30","41","28","16","4","18","19","123",""
"totals_away3684","240","45","87",".517","7","21",".333","12","17",".706","11","35","46","30","8","6","20","20","109",""
"totals_away3685","240","36","91",".396","13","32",".406","17","21",".810","11","40","51","24","9","7","9","16","102",""
"totals_away3686","240","38","102",".373","10","34",".294","10","13",".769","14","35","49","24","9","2","13","15","96",""
"totals_away3687","240","45","96",".469","12","32",".375","13","16",".813","10","36","46","22","1","3","8","25","115",""
"totals_away3688","240","48","85",".565","20","42",".476","21","25",".840","7","33","40","38","7","3","10","18","137",""
"totals_away3689","265","44","93",".473","14","42",".333","18","23",".783","12","38","50","25","10","9","16","21","120",""
"totals_away3690","265","42","94",".447","21","48",".438","20","20","1.000","11","28","39","19","10","4","12","27","125",""
"totals_away3691","240","40","86",".465","16","35",".457","14","18",".778","6","42","48","23","6","5","10","21","110",""
"totals_away3692","265","45","87",".517","14","36",".389","19","21",".905","6","46","52","30","11","5","17","27","123",""
"totals_away3693","240","43","87",".494","10","30",".333","22","25",".880","6","29","35","20","8","6","11","22","118",""
"totals_away3694","240","39","88",".443","10","28",".357","18","29",".621","9","40","49","23","6","7","13","21","106",""
"totals_away3695","240","46","87",".529","14","30",".467","7","11",".636","9","31","40","30","9","4","8","20","113",""
"totals_away3696","240","43","94",".457","10","32",".313","18","26",".692","14","35","49","25","12","3","15","24","114",""
"totals_away3697","240","38","90",".422","17","42",".405","25","34",".735","19","27","46","23","11","6","13","26","118",""
"totals_away3698","240","36","92",".391","12","40",".300","16","23",".696","9","34","43","23","5","6","7","22","100",""
"totals_away3699","240","35","91",".385","6","23",".261","13","17",".765","12","35","47","17","7","3","15","18","89",""
"totals_away3700","265","47","93",".505","15","38",".395","10","21",".476","10","42","52","28","5","6","13","24","119",""
"totals_away3701","240","42","82",".512","6","26",".231","20","23",".870","7","36","43","24","6","6","11","16","110",""
"totals_away3702","240","40","96",".417","15","38",".395","16","19",".842","17","45","62","24","5","5","8","15","111",""
"totals_away3703","240","42","94",".447","20","43",".465","12","14",".857","12","27","39","30","9","6","12","21","116",""
"totals_away3704","240","41","90",".456","7","24",".292","16","17",".941","9","39","48","27","6","7","11","23","105",""
"totals_away3705","240","32","85",".376","11","37",".297","12","23",".522","10","30","40","20","7","6","9","18","87",""
"totals_away3706","240","37","92",".402","16","42",".381","21","28",".750","11","36","47","21","8","4","13","25","111",""
"totals_away3707","240","44","93",".473","19","43",".442","10","15",".667","7","35","42","31","6","8","10","23","117",""
"totals_away3708","240","44","88",".500","12","39",".308","13","19",".684","12","32","44","29","5","10","11","23","113",""
"totals_away3709","240","42","91",".462","10","23",".435","33","39",".846","14","38","52","21","7","4","13","15","127",""
"totals_away3710","240","46","95",".484","11","32",".344","11","15",".733","12","46","58","27","7","8","11","17","114",""
"totals_away3711","240","40","83",".482","12","26",".462","20","21",".952","13","36","49","25","7","10","19","20","112",""
"totals_away3712","240","44","83",".530","21","49",".429","17","22",".773","8","41","49","33","7","2","9","22","126",""
"totals_away3713","240","42","84",".500","14","34",".412","14","14","1.000","6","23","29","24","9","3","7","21","112",""
"totals_away3714","240","36","88",".409","9","34",".265","22","26",".846","10","33","43","25","10","4","14","21","103",""
"totals_away3715","240","38","86",".442","15","35",".429","33","37",".892","12","30","42","24","7","4","8","19","124",""
"totals_away3716","240","41","96",".427","11","41",".268","12","17",".706","12","33","45","23","6","1","12","21","105",""
"totals_away3717","240","33","93",".355","7","29",".241","15","16",".938","15","26","41","21","5","7","17","17","88",""
"totals_away3718","240","41","93",".441","18","41",".439","15","17",".882","14","25","39","32","12","3","7","17","115",""
"totals_away3719","240","42","86",".488","21","49",".429","8","9",".889","13","37","50","24","10","5","17","16","113",""
"totals_away3720","240","50","98",".510","8","24",".333","7","8",".875","11","40","51","32","1","4","8","19","115",""
"totals_away3721","240","39","84",".464","12","31",".387","24","25",".960","10","19","29","25","6","0","6","13","114",""
"totals_away3722","240","39","104",".375","14","33",".424","14","23",".609","16","34","50","27","13","4","7","22","106",""
"totals_away3723","240","36","73",".493","6","23",".261","20","26",".769","6","33","39","20","4","2","15","18","98",""
"totals_away3724","240","38","95",".400","12","36",".333","15","20",".750","12","29","41","17","8","4","10","25","103",""
"totals_away3725","240","31","76",".408","7","23",".304","23","28",".821","9","27","36","12","8","3","21","18","92",""
"totals_away3726","290","49","103",".476","15","42",".357","31","44",".705","15","44","59","25","3","4","16","31","144",""
"totals_away3727","265","44","108",".407","13","39",".333","15","21",".714","17","43","60","24","4","5","12","21","116",""
"totals_away3728","240","46","91",".505","10","25",".400","14","19",".737","11","35","46","23","8","3","10","21","116",""
"totals_away3729","240","37","89",".416","14","42",".333","16","23",".696","15","40","55","27","5","5","15","19","104",""
"totals_away3730","240","39","86",".453","8","23",".348","17","20",".850","7","38","45","20","12","2","18","16","103",""
"totals_away3731","240","36","99",".364","16","52",".308","6","7",".857","8","38","46","17","7","5","13","15","94",""
"totals_away3732","240","46","85",".541","16","32",".500","14","14","1.000","3","48","51","30","8","4","18","26","122",""
"totals_away3733","240","44","97",".454","19","51",".373","23","26",".885","9","32","41","30","13","4","16","26","130",""
"totals_away3734","240","44","87",".506","10","23",".435","27","32",".844","12","25","37","27","4","1","7","23","125",""
"totals_away3735","240","36","102",".353","11","42",".262","9","13",".692","17","39","56","19","5","2","6","21","92",""
"totals_away3736","240","39","90",".433","6","32",".188","22","27",".815","11","28","39","21","5","4","17","20","106",""
"totals_away3737","240","43","83",".518","11","32",".344","21","25",".840","9","36","45","30","4","3","8","16","118",""
"totals_away3738","240","45","84",".536","15","31",".484","13","15",".867","6","40","46","30","9","7","14","19","118",""
"totals_away3739","240","40","92",".435","13","31",".419","6","11",".545","8","37","45","26","4","6","11","17","99",""
"totals_away3740","240","43","90",".478","9","25",".360","29","43",".674","15","37","52","18","10","3","10","20","124",""
"totals_away3741","240","37","97",".381","9","27",".333","17","24",".708","8","32","40","21","9","5","4","23","100",""
"totals_away3742","240","37","94",".394","8","31",".258","16","20",".800","15","28","43","21","5","4","12","14","98",""
"totals_away3743","240","40","90",".444","11","32",".344","19","29",".655","11","34","45","25","4","3","15","22","110",""
"totals_away3744","240","36","92",".391","16","47",".340","11","17",".647","10","40","50","26","4","2","13","21","99",""
"totals_away3745","240","40","89",".449","20","47",".426","17","22",".773","6","38","44","32","8","6","8","28","117",""
"totals_away3746","240","31","84",".369","4","24",".167","19","20",".950","7","31","38","22","7","3","14","17","85",""
"totals_away3747","240","42","92",".457","17","33",".515","17","22",".773","8","38","46","26","7","3","11","21","118",""
"totals_away3748","240","47","95",".495","10","23",".435","14","16",".875","8","36","44","28","6","10","12","19","118",""
"totals_away3749","240","45","92",".489","12","29",".414","8","10",".800","14","35","49","18","6","1","14","20","110",""
"totals_away3750","240","42","90",".467","12","27",".444","16","23",".696","14","27","41","27","9","2","12","16","112",""
"totals_away3751","240","45","96",".469","9","32",".281","19","22",".864","10","45","55","19","4","4","9","9","118",""
"totals_away3752","265","46","98",".469","18","40",".450","20","28",".714","8","37","45","27","11","3","14","24","130",""
"totals_away3753","240","48","85",".565","14","33",".424","5","6",".833","7","32","39","30","6","1","12","21","115",""
"totals_away3754","240","48","98",".490","15","37",".405","13","22",".591","12","30","42","32","11","3","13","18","124",""
"totals_away3755","240","42","88",".477","15","39",".385","16","17",".941","8","29","37","26","8","2","13","14","115",""
"totals_away3756","240","41","92",".446","3","23",".130","23","28",".821","14","22","36","18","11","0","11","16","108",""
"totals_away3757","240","35","83",".422","8","20",".400","18","23",".783","7","32","39","19","8","7","15","25","96",""
"totals_away3758","240","42","94",".447","15","29",".517","9","15",".600","16","33","49","28","3","4","12","17","108",""
"totals_away3759","240","38","102",".373","4","21",".190","10","11",".909","18","41","59","18","7","5","16","19","90",""
"totals_away3760","240","47","92",".511","15","38",".395","12","14",".857","9","28","37","37","9","3","7","16","121",""
"totals_away3761","240","39","90",".433","9","32",".281","13","17",".765","14","37","51","26","11","3","18","21","100",""
"totals_away3762","240","46","89",".517","18","38",".474","14","18",".778","6","41","47","35","10","4","11","15","124",""
"totals_away3763","240","44","94",".468","15","31",".484","15","21",".714","15","40","55","32","5","4","11","20","118",""
"totals_away3764","240","41","89",".461","8","25",".320","30","40",".750","15","29","44","24","15","6","11","18","120",""
"totals_away3765","265","48","116",".414","17","55",".309","22","23",".957","22","49","71","30","6","3","16","20","135",""
"totals_away3766","240","37","87",".425","16","44",".364","16","23",".696","10","42","52","18","3","2","13","19","106",""
"totals_away3767","240","48","101",".475","15","38",".395","19","22",".864","11","35","46","30","16","5","10","20","130",""
"totals_away3768","240","39","81",".481","11","25",".440","24","28",".857","7","35","42","20","9","1","12","15","113",""
"totals_away3769","240","37","92",".402","6","24",".250","15","20",".750","9","45","54","24","9","6","10","21","95",""
"totals_away3770","240","30","85",".353","8","32",".250","22","25",".880","7","21","28","24","8","4","11","11","90",""
"totals_away3771","240","32","85",".376","8","33",".242","24","29",".828","6","28","34","22","13","6","14","26","96",""
"totals_away3772","240","38","88",".432","12","33",".364","14","19",".737","16","25","41","21","7","5","15","24","102",""
"totals_away3773","240","40","88",".455","10","37",".270","15","18",".833","9","39","48","27","9","6","15","17","105",""
"totals_away3774","240","47","94",".500","11","34",".324","26","30",".867","6","34","40","28","15","7","14","26","131",""
"totals_away3775","240","42","94",".447","4","17",".235","17","23",".739","12","32","44","20","9","2","6","18","105",""
"totals_away3776","240","43","93",".462","12","33",".364","11","15",".733","11","35","46","32","7","8","13","21","109",""
"totals_away3777","240","50","91",".549","15","30",".500","17","24",".708","15","35","50","31","6","9","14","17","132",""
"totals_away3778","240","36","93",".387","6","33",".182","24","32",".750","12","43","55","20","2","9","12","22","102",""
"totals_away3779","240","36","90",".400","7","30",".233","23","29",".793","10","34","44","15","12","2","11","20","102",""
"totals_away3780","240","45","99",".455","8","22",".364","15","22",".682","18","30","48","17","5","3","9","24","113",""
"totals_away3781","240","40","84",".476","16","39",".410","7","10",".700","4","35","39","26","7","2","21","25","103",""
"totals_away3782","240","43","94",".457","12","34",".353","13","20",".650","11","32","43","26","13","2","11","18","111",""
"totals_away3783","240","46","94",".489","26","61",".426","12","17",".706","8","35","43","30","8","3","7","20","130",""
"totals_away3784","240","36","96",".375","7","30",".233","23","29",".793","12","28","40","23","19","4","15","15","102",""
"totals_away3785","240","43","92",".467","6","21",".286","16","22",".727","10","34","44","31","9","4","11","18","108",""
"totals_away3786","240","38","85",".447","6","27",".222","18","21",".857","8","31","39","21","10","5","12","18","100",""
"totals_away3787","240","48","90",".533","5","19",".263","14","17",".824","9","40","49","22","7","5","20","23","115",""
"totals_away3788","240","45","98",".459","10","31",".323","22","38",".579","26","31","57","27","8","4","13","24","122",""
"totals_away3789","240","44","105",".419","15","38",".395","12","14",".857","17","35","52","29","9","1","7","16","115",""
"totals_away3790","240","38","80",".475","9","24",".375","27","31",".871","6","36","42","25","8","7","11","21","112",""
"totals_away3791","240","38","90",".422","12","34",".353","27","32",".844","11","37","48","19","13","5","11","15","115",""
"totals_away3792","240","42","86",".488","10","27",".370","16","20",".800","5","33","38","26","6","3","8","25","110",""
"totals_away3793","240","31","81",".383","5","27",".185","18","25",".720","11","27","38","15","9","7","11","14","85",""
"totals_away3794","240","44","77",".571","16","32",".500","14","18",".778","7","38","45","30","2","9","20","16","118",""
"totals_away3795","240","31","80",".388","11","33",".333","16","19",".842","4","28","32","20","10","9","13","16","89",""
"totals_away3796","240","47","88",".534","18","38",".474","23","29",".793","12","36","48","22","6","7","16","29","135",""
"totals_away3797","240","42","93",".452","12","34",".353","32","43",".744","8","42","50","26","5","6","10","18","128",""
"totals_away3798","240","44","81",".543","11","25",".440","5","9",".556","10","40","50","20","3","1","20","13","104",""
"totals_away3799","240","43","98",".439","18","46",".391","4","5",".800","9","42","51","30","11","5","14","18","108",""
"totals_away3800","240","43","80",".538","9","26",".346","16","20",".800","5","38","43","27","2","5","14","17","111",""
"totals_away3801","240","41","94",".436","10","39",".256","21","31",".677","10","28","38","21","16","4","14","21","113",""
"totals_away3802","240","51","91",".560","10","25",".400","17","20",".850","12","30","42","34","3","4","9","18","129",""
"totals_away3803","240","37","82",".451","6","27",".222","16","27",".593","5","48","53","22","3","6","15","17","96",""
"totals_away3804","240","48","92",".522","7","27",".259","14","16",".875","7","42","49","27","7","6","11","15","117",""
"totals_away3805","240","45","88",".511","10","34",".294","9","12",".750","9","29","38","24","10","6","17","23","109",""
"totals_away3806","240","35","81",".432","15","41",".366","25","31",".806","4","28","32","20","10","8","14","23","110",""
"totals_away3807","240","46","96",".479","16","41",".390","14","16",".875","12","38","50","30","7","2","10","16","122",""
"totals_away3808","240","38","92",".413","5","21",".238","17","25",".680","12","35","47","17","7","1","18","23","98",""
"totals_away3809","265","49","101",".485","8","23",".348","20","27",".741","15","38","53","28","4","4","15","21","126",""
"totals_away3810","240","42","86",".488","10","29",".345","16","20",".800","12","28","40","24","6","2","14","23","110",""
"totals_away3811","240","43","97",".443","7","30",".233","21","23",".913","12","36","48","21","9","1","5","11","114",""
"totals_away3812","240","43","96",".448","14","32",".438","22","27",".815","14","41","55","28","8","10","14","24","122",""
"totals_away3813","240","48","97",".495","19","45",".422","18","23",".783","12","31","43","25","7","0","10","19","133",""
"totals_away3814","240","46","88",".523","9","27",".333","15","26",".577","10","44","54","25","5","5","10","14","116",""
"totals_away3815","265","41","100",".410","13","34",".382","14","19",".737","12","43","55","27","5","2","11","22","109",""
"totals_away3816","240","43","82",".524","9","22",".409","17","22",".773","11","38","49","27","10","5","18","18","112",""
"totals_away3817","240","48","92",".522","14","34",".412","22","26",".846","14","32","46","27","6","4","13","30","132",""
"totals_away3818","240","38","88",".432","10","31",".323","18","23",".783","8","36","44","23","5","3","5","13","104",""
"totals_away3819","240","40","88",".455","11","36",".306","17","22",".773","17","35","52","23","7","4","15","13","108",""
"totals_away3820","265","45","98",".459","12","41",".293","27","34",".794","11","40","51","31","4","5","6","23","129",""
"totals_away3821","240","43","93",".462","11","34",".324","16","21",".762","8","34","42","26","8","0","13","18","113",""
"totals_away3822","240","40","100",".400","17","45",".378","10","19",".526","9","39","48","25","2","3","11","28","107",""
"totals_away3823","240","41","90",".456","12","33",".364","22","22","1.000","11","34","45","29","9","7","14","14","116",""
"totals_away3824","240","43","103",".417","10","34",".294","14","18",".778","21","29","50","24","12","4","8","16","110",""
"totals_away3825","240","38","79",".481","10","19",".526","18","29",".621","6","33","39","26","7","4","20","22","104",""
"totals_away3826","240","42","95",".442","13","33",".394","11","20",".550","12","30","42","24","9","4","10","26","108",""
"totals_away3827","240","52","101",".515","19","42",".452","10","12",".833","14","41","55","28","4","11","15","16","133",""
"totals_away3828","240","38","84",".452","13","42",".310","20","28",".714","10","25","35","25","11","4","11","17","109",""
"totals_away3829","240","45","78",".577","22","44",".500","12","17",".706","5","32","37","35","8","7","10","13","124",""
"totals_away3830","240","33","69",".478","10","24",".417","17","21",".810","7","36","43","19","4","6","21","24","93",""
"totals_away3831","240","45","99",".455","15","44",".341","11","23",".478","13","37","50","27","10","3","5","17","116",""
"totals_away3832","240","40","98",".408","5","25",".200","14","16",".875","11","35","46","22","11","0","14","19","99",""
"totals_away3833","240","37","93",".398","14","40",".350","8","13",".615","11","50","61","17","0","10","9","16","96",""
"totals_away3834","240","46","88",".523","16","37",".432","12","17",".706","7","47","54","24","10","5","18","17","120",""
"totals_away3835","240","43","89",".483","12","30",".400","14","21",".667","11","47","58","25","8","3","14","17","112",""
"totals_away3836","240","38","88",".432","13","35",".371","20","28",".714","5","33","38","21","13","6","14","22","109",""
"totals_away3837","240","41","88",".466","12","25",".480","14","22",".636","3","28","31","24","9","3","7","28","108",""
"totals_away3838","240","38","88",".432","18","53",".340","17","20",".850","9","33","42","18","7","7","11","21","111",""
"totals_away3839","240","37","90",".411","11","37",".297","19","22",".864","11","34","45","18","8","10","12","14","104",""
"totals_away3840","240","45","98",".459","12","30",".400","33","39",".846","13","30","43","22","12","7","8","28","135",""
"totals_away3841","240","38","98",".388","8","41",".195","10","15",".667","8","46","54","22","9","4","14","12","94",""
"totals_away3842","240","48","88",".545","11","30",".367","15","20",".750","9","30","39","24","5","2","6","19","122",""
"totals_away3843","240","46","92",".500","13","30",".433","12","14",".857","9","30","39","32","3","5","14","17","117",""
"totals_away3844","240","48","99",".485","23","54",".426","8","13",".615","9","44","53","40","7","3","12","20","127",""
"totals_away3845","240","41","85",".482","14","33",".424","19","20",".950","11","45","56","25","5","2","13","23","115",""
"totals_away3846","240","45","95",".474","9","24",".375","10","15",".667","9","30","39","21","4","3","7","13","109",""
"totals_away3847","240","37","91",".407","11","37",".297","9","12",".750","7","35","42","27","5","4","7","19","94",""
"totals_away3848","240","39","91",".429","13","32",".406","4","6",".667","7","34","41","24","6","0","10","22","95",""
"totals_away3849","265","47","106",".443","14","35",".400","29","33",".879","17","40","57","31","8","11","17","24","137",""
"totals_away3850","240","50","96",".521","18","43",".419","13","16",".813","12","23","35","25","5","1","10","17","131",""
"totals_away3851","240","38","88",".432","11","26",".423","24","26",".923","10","35","45","15","9","2","11","27","111",""
"totals_away3852","240","36","90",".400","14","29",".483","18","20",".900","10","38","48","19","9","4","11","19","104",""
"totals_away3853","240","38","95",".400","11","30",".367","17","22",".773","7","33","40","24","10","7","16","22","104",""
"totals_away3854","240","40","83",".482","7","15",".467","14","20",".700","10","37","47","20","4","4","11","17","101",""
"totals_away3855","240","28","84",".333","6","27",".222","12","21",".571","9","33","42","22","8","5","13","20","74",""
"totals_away3856","240","37","93",".398","5","33",".152","20","23",".870","18","31","49","18","10","4","16","26","99",""
"totals_away3857","240","35","92",".380","8","27",".296","8","13",".615","7","39","46","22","7","2","13","21","86",""
"totals_away3858","240","30","77",".390","7","27",".259","23","27",".852","7","34","41","17","6","2","18","20","90",""
"totals_away3859","240","43","90",".478","15","36",".417","22","29",".759","12","20","32","20","3","2","14","24","123",""
"totals_away3860","240","48","85",".565","14","31",".452","25","31",".806","8","26","34","34","14","1","19","33","135",""
"totals_away3861","240","30","81",".370","9","34",".265","13","24",".542","12","33","45","17","2","4","17","18","82",""
"totals_away3862","240","39","86",".453","5","18",".278","22","25",".880","11","39","50","20","3","3","10","20","105",""
"totals_away3863","240","35","86",".407","5","28",".179","19","28",".679","13","34","47","21","6","6","16","27","94",""
"totals_away3864","240","36","81",".444","13","34",".382","6","10",".600","4","32","36","23","11","3","11","16","91",""
"totals_away3865","240","37","99",".374","12","36",".333","13","17",".765","11","32","43","23","5","7","8","21","99",""
"totals_away3866","240","39","98",".398","8","38",".211","12","18",".667","15","33","48","27","16","3","12","26","98",""
"totals_away3867","240","45","94",".479","11","27",".407","30","35",".857","15","39","54","26","9","5","16","29","131",""
"totals_away3868","240","42","81",".519","15","29",".517","9","17",".529","10","27","37","31","3","1","13","21","108",""
"totals_away3869","240","51","93",".548","15","35",".429","15","18",".833","10","40","50","35","4","11","12","28","132",""
"totals_away3870","240","39","87",".448","11","28",".393","9","10",".900","8","35","43","26","9","3","13","23","98",""
"totals_away3871","240","38","81",".469","15","34",".441","13","22",".591","9","36","45","23","4","4","13","19","104",""
"totals_away3872","240","39","83",".470","12","31",".387","18","24",".750","12","29","41","18","5","1","18","33","108",""
"totals_away3873","240","44","88",".500","8","26",".308","16","21",".762","12","43","55","25","6","8","18","24","112",""
"totals_away3874","240","40","89",".449","15","31",".484","22","24",".917","11","34","45","25","4","2","7","22","117",""
"totals_away3875","240","42","86",".488","14","38",".368","21","24",".875","13","38","51","24","5","6","15","22","119",""
"totals_away3876","240","33","86",".384","15","45",".333","23","34",".676","9","43","52","19","11","4","13","25","104",""
"totals_away3877","240","36","78",".462","11","28",".393","27","34",".794","7","36","43","18","7","1","16","23","110",""
"totals_away3878","240","42","89",".472","12","31",".387","17","19",".895","11","38","49","27","5","2","13","27","113",""
"totals_away3879","240","40","75",".533","11","28",".393","16","18",".889","7","38","45","23","11","6","14","20","107",""
"totals_away3880","240","37","90",".411","15","35",".429","22","23",".957","8","41","49","16","10","8","12","22","111",""
"totals_away3881","240","43","79",".544","10","28",".357","31","41",".756","10","44","54","27","6","10","17","21","127",""
"totals_away3882","240","28","79",".354","17","46",".370","18","24",".750","9","26","35","14","9","4","15","23","91",""
"totals_away3883","240","32","83",".386","9","34",".265","23","31",".742","12","36","48","20","7","5","16","21","96",""
"totals_away3884","240","36","93",".387","9","31",".290","19","25",".760","9","32","41","26","10","4","14","13","100",""
"totals_away3885","240","37","90",".411","7","24",".292","9","15",".600","10","32","42","17","6","3","7","20","90",""
"totals_away3886","240","47","86",".547","12","27",".444","9","15",".600","6","33","39","24","4","8","15","22","115",""
"totals_away3887","240","35","94",".372","9","38",".237","14","19",".737","14","33","47","26","8","4","15","22","93",""
"totals_away3888","240","46","85",".541","13","34",".382","24","26",".923","9","33","42","29","3","1","10","23","129",""
"totals_away3889","240","44","96",".458","6","24",".250","9","12",".750","12","25","37","26","5","3","7","18","103",""
"totals_away3890","240","47","89",".528","10","30",".333","25","31",".806","7","39","46","32","6","9","10","24","129",""
"totals_away3891","240","35","89",".393","11","32",".344","14","21",".667","13","34","47","23","5","2","14","21","95",""
"totals_away3892","240","31","85",".365","6","23",".261","18","20",".900","8","37","45","19","3","5","6","20","86",""
"totals_away3893","240","47","87",".540","13","31",".419","5","8",".625","3","48","51","25","4","11","10","21","112",""
"totals_away3894","240","31","74",".419","14","47",".298","24","29",".828","3","23","26","14","14","3","14","21","100",""
"totals_away3895","240","30","76",".395","10","35",".286","24","26",".923","9","44","53","22","4","5","19","18","94",""
"totals_away3896","240","41","79",".519","11","29",".379","20","27",".741","9","31","40","20","6","5","18","24","113",""
"totals_away3897","240","34","86",".395","10","28",".357","24","27",".889","7","38","45","19","5","3","13","23","102",""
"totals_away3898","240","36","77",".468","17","40",".425","20","25",".800","10","31","41","17","5","2","17","21","109",""
"totals_away3899","240","36","85",".424","9","29",".310","16","20",".800","7","40","47","18","5","6","10","22","97",""
"totals_away3900","240","35","83",".422","7","27",".259","18","23",".783","8","27","35","15","7","4","9","17","95",""
"totals_away3901","240","42","83",".506","15","37",".405","24","36",".667","7","37","44","23","8","7","15","26","123",""
"totals_away3902","340","54","119",".454","15","42",".357","14","20",".700","24","42","66","28","11","8","20","27","137",""
"totals_away3903","265","42","95",".442","14","33",".424","23","29",".793","7","28","35","27","6","6","8","22","121",""
"totals_away3904","240","35","76",".461","10","31",".323","21","26",".808","8","35","43","19","6","3","13","24","101",""
"totals_away3905","240","40","92",".435","11","25",".440","25","28",".893","17","28","45","21","7","4","8","22","116",""
"totals_away3906","240","44","100",".440","8","37",".216","17","25",".680","11","45","56","25","5","5","8","25","113",""
"totals_away3907","240","42","90",".467","8","33",".242","16","23",".696","8","35","43","24","6","2","11","21","108",""
"totals_away3908","240","33","79",".418","6","24",".250","17","20",".850","5","32","37","19","6","5","19","26","89",""
"totals_away3909","240","36","98",".367","10","37",".270","16","30",".533","13","31","44","19","5","6","6","23","98",""
"totals_away3910","240","29","93",".312","7","39",".179","26","34",".765","12","38","50","19","7","1","14","18","91",""
"totals_away3911","240","33","79",".418","12","41",".293","21","24",".875","8","31","39","19","10","3","15","20","99",""
"totals_away3912","240","35","81",".432","9","36",".250","22","29",".759","9","25","34","25","9","4","12","24","101",""
"totals_away3913","240","33","86",".384","12","32",".375","30","32",".938","16","28","44","22","7","3","6","23","108",""
"totals_away3914","240","42","85",".494","16","38",".421","18","23",".783","10","25","35","25","9","7","17","19","118",""
"totals_away3915","240","38","93",".409","4","26",".154","20","24",".833","12","43","55","16","5","7","4","31","100",""
"totals_away3916","240","28","65",".431","9","27",".333","25","30",".833","5","36","41","16","4","7","15","21","90",""
"totals_away3917","240","30","83",".361","7","28",".250","27","31",".871","16","31","47","21","5","5","21","16","94",""
"totals_away3918","240","34","92",".370","15","42",".357","17","20",".850","8","38","46","17","9","4","12","21","100",""
"totals_away3919","240","38","86",".442","18","39",".462","17","18",".944","10","27","37","23","8","1","13","22","111",""
"totals_away3920","240","37","87",".425","10","32",".313","19","25",".760","6","34","40","19","3","6","13","30","103",""
"totals_away3921","240","41","84",".488","8","26",".308","20","23",".870","7","42","49","27","9","5","13","24","110",""
"totals_away3922","290","38","102",".373","14","44",".318","22","33",".667","13","50","63","22","14","5","20","30","112",""
"totals_away3923","265","46","99",".465","12","39",".308","15","19",".789","15","41","56","30","10","5","15","17","119",""
"totals_away3924","240","37","80",".463","11","35",".314","17","26",".654","7","33","40","30","8","7","12","22","102",""
"totals_away3925","240","31","84",".369","18","43",".419","25","31",".806","10","35","45","19","6","4","6","16","105",""
"totals_away3926","240","30","75",".400","12","34",".353","22","31",".710","12","30","42","19","7","7","11","22","94",""
"totals_away3927","240","34","78",".436","12","31",".387","29","31",".935","9","29","38","29","6","2","16","27","109",""
"totals_away3928","240","38","82",".463","13","34",".382","20","23",".870","6","36","42","34","7","5","15","26","109",""
"totals_away3929","240","43","82",".524","17","38",".447","20","21",".952","5","35","40","30","9","10","14","22","123",""
"totals_away3930","240","36","86",".419","10","32",".313","23","24",".958","7","32","39","22","12","4","9","21","105",""
"totals_away3931","240","38","82",".463","20","42",".476","10","14",".714","6","31","37","27","5","7","15","22","106",""
"totals_away3932","240","39","82",".476","13","33",".394","23","29",".793","11","28","39","25","8","2","12","23","114",""
"totals_away3933","265","43","102",".422","19","45",".422","17","20",".850","16","37","53","30","4","9","19","34","122",""
"totals_away3934","240","37","85",".435","13","33",".394","15","21",".714","9","32","41","20","4","7","14","24","102",""
"totals_away3935","240","49","105",".467","9","30",".300","18","22",".818","20","29","49","25","11","4","10","20","125",""
"totals_away3936","240","41","78",".526","11","24",".458","26","33",".788","10","35","45","26","5","6","18","21","119",""
"totals_away3937","240","33","88",".375","9","34",".265","10","15",".667","10","44","54","20","8","2","16","15","85",""
"totals_away3938","265","46","108",".426","13","43",".302","22","28",".786","12","40","52","23","9","4","13","22","127",""
"totals_away3939","240","38","89",".427","5","32",".156","20","30",".667","9","31","40","22","9","7","24","31","101",""
"totals_away3940","240","33","90",".367","7","26",".269","20","34",".588","10","31","41","18","4","2","10","29","93",""
"totals_away3941","240","37","93",".398","11","41",".268","15","18",".833","11","36","47","26","6","3","17","32","100",""
"totals_away3942","240","44","94",".468","10","30",".333","13","18",".722","5","34","39","24","16","1","14","32","111",""
"totals_away3943","240","32","83",".386","10","27",".370","21","31",".677","7","41","48","15","5","4","13","23","95",""
"totals_away3944","240","34","87",".391","10","29",".345","17","26",".654","12","35","47","17","5","5","26","24","95",""
"totals_away3945","240","34","81",".420","18","32",".563","22","27",".815","11","34","45","24","11","4","19","23","108",""
"totals_away3946","240","44","86",".512","11","31",".355","18","21",".857","8","34","42","27","9","2","13","15","117",""
"totals_away3947","240","46","99",".465","16","46",".348","9","18",".500","6","47","53","31","7","10","11","27","117",""
"totals_away3948","240","50","80",".625","18","32",".563","23","30",".767","3","36","39","33","7","5","17","24","141",""
