"","date","away_team","points_away","home_team","points_home","attendance","home_win","point_difference","abs_point_dif","season","win_percentage"
"3600",2019-03-08,"Detroit Pistons",112,"Chicago Bulls",104,21048,0,-8,8,"2018-19",21.9512195121951
"3601",2019-03-08,"Philadelphia 76ers",91,"Houston Rockets",107,18055,1,16,16,"2018-19",76.5957446808511
"3602",2019-03-08,"Utah Jazz",104,"Memphis Grizzlies",114,15407,1,10,10,"2018-19",51.219512195122
"3603",2019-03-08,"Cleveland Cavaliers",110,"Miami Heat",126,19600,1,16,16,"2018-19",46.3414634146341
"3604",2019-03-08,"Toronto Raptors",127,"New Orleans Pelicans",104,17325,0,-23,23,"2018-19",46.3414634146341
"3605",2019-03-08,"Denver Nuggets",105,"Golden State Warriors",122,19596,1,17,17,"2018-19",69.2307692307692
"3606",2019-03-08,"Oklahoma City Thunder",110,"Los Angeles Clippers",118,17915,1,8,8,"2018-19",59.0909090909091
"3607",2019-03-09,"Sacramento Kings",102,"New York Knicks",94,19812,0,-8,8,"2018-19",21.9512195121951
"3608",2019-03-09,"Brooklyn Nets",114,"Atlanta Hawks",112,16527,0,-2,2,"2018-19",41.4634146341463
"3609",2019-03-09,"Washington Wizards",130,"Minnesota Timberwolves",135,14381,1,5,5,"2018-19",60.9756097560976
"3610",2019-03-09,"Boston Celtics",120,"Los Angeles Lakers",107,18997,0,-13,13,"2018-19",53.6585365853659
"3611",2019-03-09,"Charlotte Hornets",114,"Milwaukee Bucks",131,17996,1,17,17,"2018-19",79.5918367346939
"3612",2019-03-09,"Phoenix Suns",120,"Portland Trail Blazers",127,19851,1,7,7,"2018-19",75.5102040816327
"3613",2019-03-10,"Chicago Bulls",108,"Detroit Pistons",131,19356,1,23,23,"2018-19",60.4651162790698
"3614",2019-03-10,"Toronto Raptors",125,"Miami Heat",104,19600,0,-21,21,"2018-19",46.3414634146341
"3615",2019-03-10,"Indiana Pacers",89,"Philadelphia 76ers",106,20636,1,17,17,"2018-19",74.468085106383
"3616",2019-03-10,"New Orleans Pelicans",116,"Atlanta Hawks",128,14337,1,12,12,"2018-19",41.4634146341463
"3617",2019-03-10,"Orlando Magic",97,"Memphis Grizzlies",105,16627,1,8,8,"2018-19",51.219512195122
"3618",2019-03-10,"Houston Rockets",94,"Dallas Mavericks",93,20423,0,-1,1,"2018-19",58.5365853658537
"3619",2019-03-10,"New York Knicks",92,"Minnesota Timberwolves",103,13806,1,11,11,"2018-19",60.9756097560976
"3620",2019-03-10,"Milwaukee Bucks",114,"San Antonio Spurs",121,18594,1,7,7,"2018-19",77.2727272727273
"3621",2019-03-10,"Phoenix Suns",115,"Golden State Warriors",111,19596,0,-4,4,"2018-19",69.2307692307692
"3622",2019-03-11,"Toronto Raptors",101,"Cleveland Cavaliers",126,19432,1,25,25,"2018-19",31.7073170731707
"3623",2019-03-11,"Sacramento Kings",115,"Washington Wizards",121,15012,1,6,6,"2018-19",53.6585365853659
"3624",2019-03-11,"Detroit Pistons",75,"Brooklyn Nets",103,17732,1,28,28,"2018-19",53.4883720930233
"3625",2019-03-11,"Charlotte Hornets",106,"Houston Rockets",118,18055,1,12,12,"2018-19",76.5957446808511
"3626",2019-03-11,"Oklahoma City Thunder",98,"Utah Jazz",89,18306,0,-9,9,"2018-19",69.7674418604651
"3627",2019-03-11,"Boston Celtics",115,"Los Angeles Clippers",140,19068,1,25,25,"2018-19",59.0909090909091
"3628",2019-03-12,"New York Knicks",98,"Indiana Pacers",103,16679,1,5,5,"2018-19",67.4418604651163
"3629",2019-03-12,"Cleveland Cavaliers",99,"Philadelphia 76ers",106,20420,1,7,7,"2018-19",74.468085106383
"3630",2019-03-12,"Los Angeles Lakers",123,"Chicago Bulls",107,21359,0,-16,16,"2018-19",21.9512195121951
"3631",2019-03-12,"San Antonio Spurs",112,"Dallas Mavericks",105,20366,0,-7,7,"2018-19",58.5365853658537
"3632",2019-03-12,"Milwaukee Bucks",130,"New Orleans Pelicans",113,15562,0,-17,17,"2018-19",46.3414634146341
"3633",2019-03-12,"Minnesota Timberwolves",107,"Denver Nuggets",133,16874,1,26,26,"2018-19",79.5918367346939
"3634",2019-03-12,"Portland Trail Blazers",125,"Los Angeles Clippers",104,16686,0,-21,21,"2018-19",59.0909090909091
"3635",2019-03-13,"Brooklyn Nets",96,"Oklahoma City Thunder",108,18203,1,12,12,"2018-19",65.1162790697674
"3636",2019-03-13,"Orlando Magic",90,"Washington Wizards",100,15107,1,10,10,"2018-19",53.6585365853659
"3637",2019-03-13,"Memphis Grizzlies",111,"Atlanta Hawks",132,15169,1,21,21,"2018-19",41.4634146341463
"3638",2019-03-13,"Detroit Pistons",74,"Miami Heat",108,19600,1,34,34,"2018-19",46.3414634146341
"3639",2019-03-13,"Golden State Warriors",106,"Houston Rockets",104,18122,0,-2,2,"2018-19",76.5957446808511
"3640",2019-03-13,"Utah Jazz",114,"Phoenix Suns",97,18055,0,-17,17,"2018-19",29.2682926829268
"3641",2019-03-14,"Oklahoma City Thunder",106,"Indiana Pacers",108,16656,1,2,2,"2018-19",67.4418604651163
"3642",2019-03-14,"Cleveland Cavaliers",91,"Orlando Magic",120,18091,1,29,29,"2018-19",58.1395348837209
"3643",2019-03-14,"Sacramento Kings",120,"Boston Celtics",126,18624,1,6,6,"2018-19",66.6666666666667
"3644",2019-03-14,"Los Angeles Lakers",98,"Toronto Raptors",111,19962,1,13,13,"2018-19",75.9259259259259
"3645",2019-03-14,"Minnesota Timberwolves",100,"Utah Jazz",120,18306,1,20,20,"2018-19",69.7674418604651
"3646",2019-03-14,"Dallas Mavericks",99,"Denver Nuggets",100,19520,1,1,1,"2018-19",79.5918367346939
"3647",2019-03-15,"Los Angeles Lakers",97,"Detroit Pistons",111,20768,1,14,14,"2018-19",60.4651162790698
"3648",2019-03-15,"Sacramento Kings",114,"Philadelphia 76ers",123,20704,1,9,9,"2018-19",74.468085106383
"3649",2019-03-15,"Charlotte Hornets",116,"Washington Wizards",110,19520,0,-6,6,"2018-19",53.6585365853659
"3650",2019-03-15,"Phoenix Suns",102,"Houston Rockets",108,18055,1,6,6,"2018-19",76.5957446808511
"3651",2019-03-15,"Milwaukee Bucks",113,"Miami Heat",98,19600,0,-15,15,"2018-19",46.3414634146341
"3652",2019-03-15,"Portland Trail Blazers",122,"New Orleans Pelicans",110,16117,0,-12,12,"2018-19",46.3414634146341
"3653",2019-03-15,"New York Knicks",83,"San Antonio Spurs",109,18354,1,26,26,"2018-19",77.2727272727273
"3654",2019-03-15,"Chicago Bulls",121,"Los Angeles Clippers",128,17404,1,7,7,"2018-19",59.0909090909091
"3655",2019-03-16,"Atlanta Hawks",120,"Boston Celtics",129,18624,1,9,9,"2018-19",66.6666666666667
"3656",2019-03-16,"Phoenix Suns",138,"New Orleans Pelicans",136,17641,0,-2,2,"2018-19",46.3414634146341
"3657",2019-03-16,"Memphis Grizzlies",128,"Washington Wizards",135,19750,1,7,7,"2018-19",53.6585365853659
"3658",2019-03-16,"Cleveland Cavaliers",116,"Dallas Mavericks",121,20347,1,5,5,"2018-19",58.5365853658537
"3659",2019-03-16,"Golden State Warriors",110,"Oklahoma City Thunder",88,18203,0,-22,22,"2018-19",65.1162790697674
"3660",2019-03-16,"Portland Trail Blazers",103,"San Antonio Spurs",108,18354,1,5,5,"2018-19",77.2727272727273
"3661",2019-03-16,"Indiana Pacers",100,"Denver Nuggets",102,19856,1,2,2,"2018-19",79.5918367346939
"3662",2019-03-16,"Brooklyn Nets",98,"Utah Jazz",114,18306,1,16,16,"2018-19",69.7674418604651
"3663",2019-03-17,"Los Angeles Lakers",123,"New York Knicks",124,19812,1,1,1,"2018-19",21.9512195121951
"3664",2019-03-17,"Charlotte Hornets",75,"Miami Heat",93,19600,1,18,18,"2018-19",46.3414634146341
"3665",2019-03-17,"Philadelphia 76ers",130,"Milwaukee Bucks",125,18148,0,-5,5,"2018-19",79.5918367346939
"3666",2019-03-17,"Toronto Raptors",107,"Detroit Pistons",110,19277,1,3,3,"2018-19",60.4651162790698
"3667",2019-03-17,"Atlanta Hawks",91,"Orlando Magic",101,18045,1,10,10,"2018-19",58.1395348837209
"3668",2019-03-17,"Chicago Bulls",102,"Sacramento Kings",129,17583,1,27,27,"2018-19",58.5365853658537
"3669",2019-03-17,"Minnesota Timberwolves",102,"Houston Rockets",117,18055,1,15,15,"2018-19",76.5957446808511
"3670",2019-03-17,"Brooklyn Nets",116,"Los Angeles Clippers",119,17247,1,3,3,"2018-19",59.0909090909091
"3671",2019-03-18,"Detroit Pistons",119,"Cleveland Cavaliers",126,18465,1,7,7,"2018-19",31.7073170731707
"3672",2019-03-18,"Utah Jazz",116,"Washington Wizards",95,15637,0,-21,21,"2018-19",53.6585365853659
"3673",2019-03-18,"Denver Nuggets",114,"Boston Celtics",105,18624,0,-9,9,"2018-19",66.6666666666667
"3674",2019-03-18,"New York Knicks",92,"Toronto Raptors",128,19800,1,36,36,"2018-19",75.9259259259259
"3675",2019-03-18,"Miami Heat",116,"Oklahoma City Thunder",107,18203,0,-9,9,"2018-19",65.1162790697674
"3676",2019-03-18,"Golden State Warriors",105,"San Antonio Spurs",111,18354,1,6,6,"2018-19",77.2727272727273
"3677",2019-03-18,"New Orleans Pelicans",129,"Dallas Mavericks",125,20276,0,-4,4,"2018-19",58.5365853658537
"3678",2019-03-18,"Chicago Bulls",116,"Phoenix Suns",101,15879,0,-15,15,"2018-19",29.2682926829268
"3679",2019-03-18,"Indiana Pacers",98,"Portland Trail Blazers",106,19393,1,8,8,"2018-19",75.5102040816327
"3680",2019-03-19,"Philadelphia 76ers",118,"Charlotte Hornets",114,16411,0,-4,4,"2018-19",60.9756097560976
"3681",2019-03-19,"Houston Rockets",121,"Atlanta Hawks",105,16293,0,-16,16,"2018-19",41.4634146341463
"3682",2019-03-19,"Los Angeles Lakers",101,"Milwaukee Bucks",115,17879,1,14,14,"2018-19",79.5918367346939
"3683",2019-03-19,"Golden State Warriors",117,"Minnesota Timberwolves",107,17964,0,-10,10,"2018-19",60.9756097560976
"3684",2019-03-19,"Brooklyn Nets",123,"Sacramento Kings",121,17583,0,-2,2,"2018-19",58.5365853658537
"3685",2019-03-19,"Indiana Pacers",109,"Los Angeles Clippers",115,16043,1,6,6,"2018-19",59.0909090909091
"3686",2019-03-20,"Milwaukee Bucks",102,"Cleveland Cavaliers",107,19432,1,5,5,"2018-19",31.7073170731707
"3687",2019-03-20,"New Orleans Pelicans",96,"Orlando Magic",119,17005,1,23,23,"2018-19",58.1395348837209
"3688",2019-03-20,"Boston Celtics",115,"Philadelphia 76ers",118,20606,1,3,3,"2018-19",74.468085106383
"3689",2019-03-20,"Utah Jazz",137,"New York Knicks",116,18530,0,-21,21,"2018-19",21.9512195121951
"3690",2019-03-20,"Washington Wizards",120,"Chicago Bulls",126,19470,1,6,6,"2018-19",21.9512195121951
"3691",2019-03-20,"Houston Rockets",125,"Memphis Grizzlies",126,16691,1,1,1,"2018-19",51.219512195122
"3692",2019-03-20,"Miami Heat",110,"San Antonio Spurs",105,18354,0,-5,5,"2018-19",77.2727272727273
"3693",2019-03-20,"Toronto Raptors",123,"Oklahoma City Thunder",114,18203,0,-9,9,"2018-19",65.1162790697674
"3694",2019-03-20,"Dallas Mavericks",118,"Portland Trail Blazers",126,19803,1,8,8,"2018-19",75.5102040816327
"3695",2019-03-21,"Minnesota Timberwolves",106,"Charlotte Hornets",113,15576,1,7,7,"2018-19",60.9756097560976
"3696",2019-03-21,"Denver Nuggets",113,"Washington Wizards",108,15986,0,-5,5,"2018-19",53.6585365853659
"3697",2019-03-21,"Utah Jazz",114,"Atlanta Hawks",117,15569,1,3,3,"2018-19",41.4634146341463
"3698",2019-03-21,"Detroit Pistons",118,"Phoenix Suns",98,16066,0,-20,20,"2018-19",29.2682926829268
"3699",2019-03-21,"Dallas Mavericks",100,"Sacramento Kings",116,17583,1,16,16,"2018-19",58.5365853658537
"3700",2019-03-21,"Indiana Pacers",89,"Golden State Warriors",112,19596,1,23,23,"2018-19",69.2307692307692
"3701",2019-03-22,"Memphis Grizzlies",119,"Orlando Magic",123,18025,1,4,4,"2018-19",58.1395348837209
"3702",2019-03-22,"Los Angeles Clippers",110,"Cleveland Cavaliers",108,19432,0,-2,2,"2018-19",31.7073170731707
"3703",2019-03-22,"Denver Nuggets",111,"New York Knicks",93,19290,0,-18,18,"2018-19",21.9512195121951
"3704",2019-03-22,"Oklahoma City Thunder",116,"Toronto Raptors",109,20014,0,-7,7,"2018-19",75.9259259259259
"3705",2019-03-22,"San Antonio Spurs",105,"Houston Rockets",111,18055,1,6,6,"2018-19",76.5957446808511
"3706",2019-03-22,"Miami Heat",87,"Milwaukee Bucks",116,18094,1,29,29,"2018-19",79.5918367346939
"3707",2019-03-22,"Brooklyn Nets",111,"Los Angeles Lakers",106,18997,0,-5,5,"2018-19",53.6585365853659
"3708",2019-03-23,"Boston Celtics",117,"Charlotte Hornets",124,19438,1,7,7,"2018-19",60.9756097560976
"3709",2019-03-23,"Miami Heat",113,"Washington Wizards",108,20409,0,-5,5,"2018-19",53.6585365853659
"3710",2019-03-23,"Philadelphia 76ers",127,"Atlanta Hawks",129,16640,1,2,2,"2018-19",41.4634146341463
"3711",2019-03-23,"Utah Jazz",114,"Chicago Bulls",83,20506,0,-31,31,"2018-19",21.9512195121951
"3712",2019-03-23,"Minnesota Timberwolves",112,"Memphis Grizzlies",99,16977,0,-13,13,"2018-19",51.219512195122
"3713",2019-03-23,"Dallas Mavericks",126,"Golden State Warriors",91,19596,0,-35,35,"2018-19",69.2307692307692
"3714",2019-03-23,"Detroit Pistons",112,"Portland Trail Blazers",117,19815,1,5,5,"2018-19",75.5102040816327
"3715",2019-03-23,"Phoenix Suns",103,"Sacramento Kings",112,17583,1,9,9,"2018-19",58.5365853658537
"3716",2019-03-24,"Los Angeles Clippers",124,"New York Knicks",113,18263,0,-11,11,"2018-19",21.9512195121951
"3717",2019-03-24,"Cleveland Cavaliers",105,"Milwaukee Bucks",127,17930,1,22,22,"2018-19",79.5918367346939
"3718",2019-03-24,"Denver Nuggets",88,"Indiana Pacers",124,17923,1,36,36,"2018-19",67.4418604651163
"3719",2019-03-24,"Charlotte Hornets",115,"Toronto Raptors",114,19800,0,-1,1,"2018-19",75.9259259259259
"3720",2019-03-24,"Houston Rockets",113,"New Orleans Pelicans",90,17048,0,-23,23,"2018-19",46.3414634146341
"3721",2019-03-24,"San Antonio Spurs",115,"Boston Celtics",96,18624,0,-19,19,"2018-19",66.6666666666667
"3722",2019-03-24,"Detroit Pistons",114,"Golden State Warriors",121,19596,1,7,7,"2018-19",69.2307692307692
"3723",2019-03-24,"Sacramento Kings",106,"Los Angeles Lakers",111,18997,1,5,5,"2018-19",53.6585365853659
"3724",2019-03-25,"Philadelphia 76ers",98,"Orlando Magic",119,16848,1,21,21,"2018-19",58.1395348837209
"3725",2019-03-25,"Oklahoma City Thunder",103,"Memphis Grizzlies",115,15144,1,12,12,"2018-19",51.219512195122
"3726",2019-03-25,"Phoenix Suns",92,"Utah Jazz",125,18306,1,33,33,"2018-19",69.7674418604651
"3727",2019-03-25,"Brooklyn Nets",144,"Portland Trail Blazers",148,20188,1,4,4,"2018-19",75.5102040816327
"3728",2019-03-26,"San Antonio Spurs",116,"Charlotte Hornets",125,14227,1,9,9,"2018-19",60.9756097560976
"3729",2019-03-26,"Boston Celtics",116,"Cleveland Cavaliers",106,19432,0,-10,10,"2018-19",31.7073170731707
"3730",2019-03-26,"Orlando Magic",104,"Miami Heat",99,19704,0,-5,5,"2018-19",46.3414634146341
"3731",2019-03-26,"Chicago Bulls",103,"Toronto Raptors",112,19800,1,9,9,"2018-19",75.9259259259259
"3732",2019-03-26,"Houston Rockets",94,"Milwaukee Bucks",108,17910,1,14,14,"2018-19",79.5918367346939
"3733",2019-03-26,"Los Angeles Clippers",122,"Minnesota Timberwolves",111,13176,0,-11,11,"2018-19",60.9756097560976
"3734",2019-03-26,"Atlanta Hawks",130,"New Orleans Pelicans",120,14751,0,-10,10,"2018-19",46.3414634146341
"3735",2019-03-26,"Sacramento Kings",125,"Dallas Mavericks",121,20168,0,-4,4,"2018-19",58.5365853658537
"3736",2019-03-26,"Detroit Pistons",92,"Denver Nuggets",95,19520,1,3,3,"2018-19",79.5918367346939
"3737",2019-03-26,"Washington Wizards",106,"Los Angeles Lakers",124,18997,1,18,18,"2018-19",53.6585365853659
"3738",2019-03-27,"Portland Trail Blazers",118,"Chicago Bulls",98,20227,0,-20,20,"2018-19",21.9512195121951
"3739",2019-03-27,"Golden State Warriors",118,"Memphis Grizzlies",103,17794,0,-15,15,"2018-19",51.219512195122
"3740",2019-03-27,"Indiana Pacers",99,"Oklahoma City Thunder",107,18203,1,8,8,"2018-19",65.1162790697674
"3741",2019-03-27,"Washington Wizards",124,"Phoenix Suns",121,16004,0,-3,3,"2018-19",29.2682926829268
"3742",2019-03-27,"Los Angeles Lakers",100,"Utah Jazz",115,18306,1,15,15,"2018-19",69.7674418604651
"3743",2019-03-28,"Orlando Magic",98,"Detroit Pistons",115,18128,1,17,17,"2018-19",60.4651162790698
"3744",2019-03-28,"Brooklyn Nets",110,"Philadelphia 76ers",123,20547,1,13,13,"2018-19",74.468085106383
"3745",2019-03-28,"Dallas Mavericks",99,"Miami Heat",105,19851,1,6,6,"2018-19",46.3414634146341
"3746",2019-03-28,"Toronto Raptors",117,"New York Knicks",92,19812,0,-25,25,"2018-19",21.9512195121951
"3747",2019-03-28,"Denver Nuggets",85,"Houston Rockets",112,18055,1,27,27,"2018-19",76.5957446808511
"3748",2019-03-28,"Los Angeles Clippers",118,"Milwaukee Bucks",128,17922,1,10,10,"2018-19",79.5918367346939
"3749",2019-03-28,"Sacramento Kings",118,"New Orleans Pelicans",121,13976,1,3,3,"2018-19",46.3414634146341
"3750",2019-03-28,"Cleveland Cavaliers",110,"San Antonio Spurs",116,18756,1,6,6,"2018-19",77.2727272727273
"3751",2019-03-29,"Indiana Pacers",112,"Boston Celtics",114,18624,1,2,2,"2018-19",66.6666666666667
"3752",2019-03-29,"Portland Trail Blazers",118,"Atlanta Hawks",98,16182,0,-20,20,"2018-19",41.4634146341463
"3753",2019-03-29,"Golden State Warriors",130,"Minnesota Timberwolves",131,18978,1,1,1,"2018-19",60.9756097560976
"3754",2019-03-29,"Denver Nuggets",115,"Oklahoma City Thunder",105,18203,0,-10,10,"2018-19",65.1162790697674
"3755",2019-03-29,"Washington Wizards",124,"Utah Jazz",128,18306,1,4,4,"2018-19",69.7674418604651
"3756",2019-03-29,"Charlotte Hornets",115,"Los Angeles Lakers",129,18997,1,14,14,"2018-19",53.6585365853659
"3757",2019-03-30,"Cleveland Cavaliers",108,"Los Angeles Clippers",132,16439,1,24,24,"2018-19",59.0909090909091
"3758",2019-03-30,"Boston Celtics",96,"Brooklyn Nets",110,17732,1,14,14,"2018-19",53.4883720930233
"3759",2019-03-30,"Sacramento Kings",108,"Houston Rockets",119,18055,1,11,11,"2018-19",76.5957446808511
"3760",2019-03-30,"Portland Trail Blazers",90,"Detroit Pistons",99,18592,1,9,9,"2018-19",60.4651162790698
"3761",2019-03-30,"Orlando Magic",121,"Indiana Pacers",116,17923,0,-5,5,"2018-19",67.4418604651163
"3762",2019-03-30,"Miami Heat",100,"New York Knicks",92,19812,0,-8,8,"2018-19",21.9512195121951
"3763",2019-03-30,"Toronto Raptors",124,"Chicago Bulls",101,21238,0,-23,23,"2018-19",21.9512195121951
"3764",2019-03-30,"Philadelphia 76ers",118,"Minnesota Timberwolves",109,18978,0,-9,9,"2018-19",60.9756097560976
"3765",2019-03-30,"Memphis Grizzlies",120,"Phoenix Suns",115,16647,0,-5,5,"2018-19",29.2682926829268
"3766",2019-03-31,"Milwaukee Bucks",135,"Atlanta Hawks",136,16660,1,1,1,"2018-19",41.4634146341463
"3767",2019-03-31,"Dallas Mavericks",106,"Oklahoma City Thunder",103,18203,0,-3,3,"2018-19",65.1162790697674
"3768",2019-03-31,"Los Angeles Lakers",130,"New Orleans Pelicans",102,18562,0,-28,28,"2018-19",46.3414634146341
"3769",2019-03-31,"Sacramento Kings",113,"San Antonio Spurs",106,18407,0,-7,7,"2018-19",77.2727272727273
"3770",2019-03-31,"Washington Wizards",95,"Denver Nuggets",90,17356,0,-5,5,"2018-19",79.5918367346939
"3771",2019-03-31,"Charlotte Hornets",90,"Golden State Warriors",137,19596,1,47,47,"2018-19",69.2307692307692
"3772",2019-03-31,"Memphis Grizzlies",96,"Los Angeles Clippers",113,16740,1,17,17,"2018-19",59.0909090909091
"3773",2019-04-01,"Detroit Pistons",102,"Indiana Pacers",111,15760,1,9,9,"2018-19",67.4418604651163
"3774",2019-04-01,"Miami Heat",105,"Boston Celtics",110,18624,1,5,5,"2018-19",66.6666666666667
"3775",2019-04-01,"Milwaukee Bucks",131,"Brooklyn Nets",121,17732,0,-10,10,"2018-19",53.4883720930233
"3776",2019-04-01,"Chicago Bulls",105,"New York Knicks",113,18874,1,8,8,"2018-19",21.9512195121951
"3777",2019-04-01,"Orlando Magic",109,"Toronto Raptors",121,19800,1,12,12,"2018-19",75.9259259259259
"3778",2019-04-01,"Portland Trail Blazers",132,"Minnesota Timberwolves",122,11209,0,-10,10,"2018-19",60.9756097560976
"3779",2019-04-01,"Philadelphia 76ers",102,"Dallas Mavericks",122,19645,1,20,20,"2018-19",58.5365853658537
"3780",2019-04-01,"Charlotte Hornets",102,"Utah Jazz",111,18306,1,9,9,"2018-19",69.7674418604651
"3781",2019-04-01,"Cleveland Cavaliers",113,"Phoenix Suns",122,14050,1,9,9,"2018-19",29.2682926829268
"3782",2019-04-02,"Los Angeles Lakers",103,"Oklahoma City Thunder",119,18203,1,16,16,"2018-19",65.1162790697674
"3783",2019-04-02,"Atlanta Hawks",111,"San Antonio Spurs",117,18354,1,6,6,"2018-19",77.2727272727273
"3784",2019-04-02,"Houston Rockets",130,"Sacramento Kings",105,17583,0,-25,25,"2018-19",58.5365853658537
"3785",2019-04-02,"Denver Nuggets",102,"Golden State Warriors",116,19596,1,14,14,"2018-19",69.2307692307692
"3786",2019-04-03,"Indiana Pacers",108,"Detroit Pistons",89,18984,0,-19,19,"2018-19",60.4651162790698
"3787",2019-04-03,"New York Knicks",100,"Orlando Magic",114,18846,1,14,14,"2018-19",58.1395348837209
"3788",2019-04-03,"Chicago Bulls",115,"Washington Wizards",114,16616,0,-1,1,"2018-19",53.6585365853659
"3789",2019-04-03,"Philadelphia 76ers",122,"Atlanta Hawks",130,16638,1,8,8,"2018-19",41.4634146341463
"3790",2019-04-03,"Toronto Raptors",115,"Brooklyn Nets",105,17732,0,-10,10,"2018-19",53.4883720930233
"3791",2019-04-03,"Boston Celtics",112,"Miami Heat",102,19904,0,-10,10,"2018-19",46.3414634146341
"3792",2019-04-03,"Charlotte Hornets",115,"New Orleans Pelicans",109,16844,0,-6,6,"2018-19",46.3414634146341
"3793",2019-04-03,"Minnesota Timberwolves",110,"Dallas Mavericks",108,19576,0,-2,2,"2018-19",58.5365853658537
"3794",2019-04-03,"San Antonio Spurs",85,"Denver Nuggets",113,17643,1,28,28,"2018-19",79.5918367346939
"3795",2019-04-03,"Utah Jazz",118,"Phoenix Suns",97,15797,0,-21,21,"2018-19",29.2682926829268
"3796",2019-04-03,"Memphis Grizzlies",89,"Portland Trail Blazers",116,19608,1,27,27,"2018-19",75.5102040816327
"3797",2019-04-03,"Houston Rockets",135,"Los Angeles Clippers",103,17593,0,-32,32,"2018-19",59.0909090909091
"3798",2019-04-04,"Milwaukee Bucks",128,"Philadelphia 76ers",122,20701,0,-6,6,"2018-19",74.468085106383
"3799",2019-04-04,"Cleveland Cavaliers",104,"Sacramento Kings",117,17583,1,13,13,"2018-19",58.5365853658537
